Restaurant_Name,Ranking,Price_Range,Cuisine_Type,Menu Items
Café de l'Homme,4.3,51 € et plus,Française
Sacré Frenchy !,4.5,De 31 € à 50 €,Française - Traditionnelle,burgundy,mashed,lager,saint,rousseau,madeleine,grandmothers,au,angus,fayette,rosemary,memory,london,in,girl,caf,sans,duck,lemon,belvedere,comt,andor,timeless,organic,diplomat,mordue,verte,servings,peppers,jameson,bone,get,romaine,egg,end,grapa,sorbets,burger,avocado,red,perfectly,cardhu,to,cucumber,caipiroska,selection,strawberry,rib,james,rum,espresso,glendfidish,nice,rosso,sacr,silver,garlic,enfants,miniature,white,grand,zucchini,dish,bourguignon,vierge,jb,peel,meringue,walnut,truffle,havana,beefeater,casserole,of,chefs,france,wakeup,goat,mint,ros,jack,rice,nikka,squash,xo,patron,vermouth,martini,la,served,don,brioche,parsley,sailor,revolutionary,bourbon,ribs,mescal,limecrusted,summer,champagne,pepper,beef,sorbet,negroni,veal,south,pistachio,grilled,mango,seasonal,hendriks,noilly,xxl,juice,a,eggs,homemade,lamb,dry,citrus,campari,tartar,cointreau,wine,heineken,lettuce,orange,or,old,moscow,vinaigrette,warm,blonde,platter,grain,malo,pastis,des,bombay,ripe,pasta,mark,moment,halloumi,monday,dressing,pm,sour,whole,sauce,filet,martin,foie,anchor,baileys,carrots,mayonnaise,your,lemony,all,ham,pastry,water,super,liqueur,seaweed,beets,puree,scoop,vodka,creams,macaron,home,secret,shoots,roasted,mariner,san,spit,gratin,papa,ask,haig,roast,yogurt,laphroaig,cheese,brle,subite,scallop,mustard,soup,butcher,sel,baby,hardboiled,mushroom,even,lime,beer,on,chablis,cheeses,g,bianco,sesame,profiterole,hour,and,way,southwest,eggplant,chivas,crme,layed,smoked,chartreuse,shavings,one,ricard,chef,gin,salad,zubrowka,more,people,pork,available,diplomatico,prat,delicious,accompanied,chicken,cut,breast,fries,lovely,desperados,angostura,detox,childhood,side,salt,salmon,rivires,dictator,beerla,figs,gourmand,yoghurt,onion,pear,cocktails,melifera,millefeuille,the,chips,vsop,corona,jos,but,daniels,brown,carabes,basil,filled,tea,leeks,greens,happy,vegetarian,ginger,toast,armagnac,tuna,breaded,meal,berry,sugar,french,option,nori,prosecco,garnish,monseigneur,proustian,stuffed,vegan,raspberry,hennessy,carefully,candied,cinzano,up,our,zaccapa,frenchy,fruit,flakes,lillet,fashioned,vegetable,historical,gras,potaufeu,caesar,made,share,clan,honey,marker,kir,grey,soda,spinach,monaco,marrow,fresh,lagavulin,st,mushrooms,remy,by,indulgence,server,potatoes,aprol,blanquette,amaretto,passion,chestnuts,kailua,selected,sugarcane,brisure,origin,with,marieantoinettes,napoleon,snails,shoulder,cider,mignon,vie,classic,hens,crushed,whisky,cuisine,apple,spritz,jam,gordons,ambre,hazelnuts,friday,cream,tomatoes,cuba,de,infused,carrot,charolais,mojito,mesclun,blanc,spumante,monkey,cherry,for,vanilla,ale,xl,choux,jerry,goose,reimagined,fruits,napolon,elderflower,ice,mule,cl,chocolate,tonic,sacred,quinoa,bitters,fig,syrup,kiwi,oat,call,slices,mort,pineapple,parmesan,club,lemoninfused,daily,tartare,pastries,sparkling,from,gts,crumble,aop,bndictine,naughty,tenderloin,royal,beeripa,eau,coffee,elbow,fleur,le,west
Tracé,4.9,51 € et plus,Française contemporaine
Restaurant Market By Chef Jean Georges,4.6,De 31 € à 50 €,Française,brut,chablis,sourdough,herbs,saint,champagne,beef,and,choice,leon,samosa,romain,mushrooms,salad,jacqueline,crispy,pizza,citrus,smooth,caramel,joseph,potatoes,organic,saintestphe,sprouts,chicken,moret,crumbs,wine,miso,roll,maxime,passion,fontina,beyer,radish,sunday,sushi,dessert,egg,salmon,vinaigrette,warm,with,toasted,crab,cabbage,appleceleriac,avocado,praline,plate,cake,escarole,spicy,stephane,hazelnut,pez,basil,cream,tardive,reserve,billecartsalmon,sauce,martin,gewurztraminer,foie,ginger,vanilla,toast,tuna,shrimp,butter,brussels,domaine,puree,ice,papillote,chocolate,roasted,satay,black,truffle,nd,ricotta,david,caviar,ravioli,of,chanterelle,turbot,flower,scallops,tartare,entree,fruit,diver,appetizer,dill,laroche,tomato,parsnips,fondue,marinade,tenderloin,montez,vendange,herb,gras,cheese,gorgonzola,pairing,mustard,december,menu
L'Empire du 8ème,4.6,De 31 € à 50 €,Française,on,risotto,burgundy,mashed,asparagus,mash,broccoli,tha,assorted,cod,steak,beef,softbaked,curry,and,choice,sorbet,veal,balsamic,sauteed,spinach,grilled,pieces,burrata,in,seasonal,fresh,mushrooms,salad,heirloom,by,mediterraneanstyle,a,homemade,tataki,pizza,lamb,citrus,potatoes,accompanied,chicken,bream,cooked,fries,passion,wilted,lettuce,serves,vegetables,gr,fillet,or,side,board,with,provence,platter,cutlet,avocado,ceviche,snails,cake,dover,to,the,sharing,gourmet,exotic,rib,sea,sole,prime,heart,cream,kg,tries,handchopped,profiteroles,sauce,cookie,vanilla,lava,sucrine,white,your,ham,x,teriyaki,barnaise,tuna,butter,supreme,fruits,scoop,ice,chocolate,basmati,serrano,meunire,octopus,stuffed,ends,truffle,of,style,pineapple,tartare,creamy,fruit,sauces,rice,melon,griddle,tomato,coulis,prawns,pappardelle,posta,marinade,seared,braised,carpaccio,empire,roquefort,large,shank,coffee,served,beefsteak
Le Coupe Gorge,4.6,30 € ou moins,Française,chatagne,minute,nougat,rossinistyle,saint,en,euros,crisp,and,propos,crustacs,sauteed,crme,ou,possible,et,artichokes,farine,feuilles,fresh,chef,bouillon,chanterelles,a,diplomatico,peut,homemade,shellfish,crpes,caramel,kids,pommes,un,shot,flour,gambas,pour,or,chestnut,aux,son,noires,with,jacques,special,navarin,broth,millefeuilles,rum,cream,monkfish,girolles,tempura,tournedos,de,enfants,truffes,mille,saut,frais,par,du,cresson,its,rhum,dartichauts,chocolate,personne,watercress,tre,black,truffle,dagneau,dgustation,services,faon,chocolat,anna,chefs,rossini,les,noix,sa,croustillant,carpaccio,la,scallop,olives,served,menu
"Nellu, Food and Wine Bar",4.8,51 € et plus,Bar à Vin
VERDE BY YEEELS,4.3,51 € et plus,Européenne contemporaine,rpes,risotto,cuit,rouless,pic,gastranames,saint,betteraves,coquelet,en,dons,plat,gremolata,saveurs,heritage,basilic,champignons,au,servi,chateaubriant,capres,torrfies,crme,choron,present,horticole,dautamne,et,lintemporel,gingembre,exotique,rape,tiramisu,regions,yeeels,excellence,vous,ala,typiquement,a,plus,charnue,pizza,ramagne,four,noisettes,serieux,ecaille,fumee,perdue,signature,leger,marin,originalite,pommes,emile,piemantais,un,pol,verte,verde,frites,main,parfum,si,grill,savaureux,pour,accompagnements,padron,tartufo,dessert,ragout,aux,non,partager,onctueux,vinaigrette,mi,sorbets,noires,tide,rotie,tiques,souhaitez,thon,ceviche,ibrique,recherchee,des,jacques,comme,chorizo,plate,deux,chips,agneau,turbotin,cabillaud,jambon,parfume,mamier,une,moment,houmous,marinire,pav,francaise,snackes,saumon,dietetique,riquette,lgumes,cote,aromatises,safran,de,partie,acidulee,sauce,ail,citron,avoisine,delicat,feistif,coco,pates,approche,feu,quartier,truffes,fta,sucrine,plaisir,charbon,repute,grand,tendre,qui,ravioles,authen,oeuf,vertes,unique,l,mulsion,d,clients,jus,assiette,glaces,croustillants,frais,par,du,chair,strozzapreti,ouvert,lait,vierge,fenouil,ferias,veau,condiment,pomme,al,delicieusement,lexcellece,anguille,jaunes,xrs,pistache,deicat,grille,ricotta,sauts,potager,caviar,terre,mousse,amoplate,salade,sambardier,parmesan,baeuf,chocolat,simple,chatouillard,recette,flambee,authentique,rouge,part,paleron,v,beurre,dans,truffe,bois,boeuf,pavlova,les,langoustines,noix,puristes,vitello,tarte,croustillant,sa,pousses,plancha,palourdes,thibault,cappuccino,pure,bar,la,personnes,baerii,olives,tonnato,uniquement,le,poulpe,brioche
Restaurant Assanabel Saint-Germain-des-Prés - Cuisine libanaise,4.8,30 € ou moins,Libanaise
Hard Rock Cafe - Paris,4.2,30 € ou moins,Américaine,finished,mac,mashed,be,gran,bagkok,shaken,tribute,crisp,savoury,just,buns,tiki,antica,pint,in,frothy,riserva,wedge,milkshakes,mangoberry,specialties,crispy,additional,buffalo,malibu,blackberries,diablo,gallo,substitute,energy,gt,mountains,peppers,thick,glazed,jameson,slowcooked,green,comfort,romaine,whipped,egg,either,burger,red,romano,to,edamame,cucumber,nectar,sesamesoy,blended,selection,sapphire,banana,spicy,strawberry,titos,spiced,rum,favourite,corn,espresso,veggie,hot,tai,tortilla,little,silver,anejo,purple,smirnoff,mixed,oldfashioned,shrimp,butter,noodles,tossed,moving,long,big,local,bbq,sprite,squeeze,golden,sailors,grenadine,refreshing,beefeater,of,scallions,buttermilkmarinated,country,mint,bulleit,tropical,york,until,invented,jack,thighs,rockin,are,tomato,vineripened,still,vermouth,herb,fried,martini,cost,ordered,bruschetta,madagascar,served,beverage,brioche,jose,bean,sailor,allamerican,bourbon,ribs,leaf,house,diced,smith,rock,mangos,grilled,mango,glass,floater,brewed,cheddar,juice,caribbean,cheeseburger,twisted,a,mediumwell,homemade,grapefruit,will,dry,nystyle,agave,surf,morgan,kuyper,melted,caramel,southern,please,signature,california,brownie,cointreau,iced,wine,perfect,bowl,combo,lettuce,spiked,orange,hug,vegetables,whiskey,half,electric,this,or,old,island,includes,ranchstyle,vinaigrette,warm,diet,juniper,chilled,splash,guacamole,spice,superior,bombay,mexican,pasta,what,sprinkles,purposes,blackberry,slowroasted,cazadores,dressing,n,coleslaw,tell,sour,monterey,float,heaven,tequila,nachos,ultimate,sauce,handpulled,topped,tortillas,hurricane,doctor,double,cosmopolitan,baileys,ramen,mayonnaise,your,carrots,all,fevertree,barbecue,kiss,american,ring,water,liqueur,two,alcohol,swiss,upgrade,julienned,mug,vodka,beyond,rita,manhattan,rich,fajitaspiced,home,celery,true,roasted,texmexstyle,hint,loaded,tennessee,kahlua,boneless,ranch,shrimptm,garnished,ask,creamy,basted,absolut,three,miniburgers,medicinal,premium,creme,cheese,pickled,mustard,lime,baby,mama,mushroom,beer,cooler,ribeye,on,flavors,shaved,it,g,cocktail,s,back,caffe,new,match,bacon,grappa,cold,edition,free,and,orleans,bread,down,spin,forktender,cranberry,smoked,bed,one,fudge,croutons,flavours,gin,salad,more,pork,available,jalapenos,marinated,duo,cuatro,chicken,night,smokehouse,breast,fries,peroni,irish,juices,handmade,collectible,side,salmon,hendricks,toasted,blend,onion,started,roma,chambord,cheesecake,an,the,chips,mix,jazz,tango,blues,daniels,blue,brown,cobbler,basil,dark,tea,pitted,greens,version,ginger,rim,ketel,stack,oz,perfection,baked,draught,decker,sugar,lemonlime,tupelo,smoky,amongst,garnish,seasoned,crisps,mai,curacao,is,noodle,rose,choose,raspberry,strawberries,pulled,simple,tower,azzurro,pickles,our,artisan,fruit,wings,tangy,fashioned,fourcheese,guava,seared,corretto,tenders,housemade,nyc,olives,caesar,captain,burgers,apples,favorite,made,honey,coconut,whites,houseinfused,stacked,originally,plank,dinerstyle,shoestring,turf,steak,pico,velvety,choice,balsamic,fanta,nastro,original,sauteed,soda,vintage,extra,combination,chargrilled,fresh,rhythm,cedar,yellow,mushrooms,sandwich,applewood,muddled,smashed,strip,server,potatoes,beverages,onions,glaze,traditional,cavatappi,bun,famous,amaretto,passion,drink,you,slaw,patty,with,plantbased,dirty,cabbage,southwestern,sweet,margarita,classic,layered,enjoy,whisky,apple,bacardi,bahama,bull,crumbles,selections,cream,haze,tomatoes,de,fajitas,add,monin,mojito,berries,vanilla,cherry,for,grated,then,jerry,cocacola,jumbo,cuervo,sliders,sliced,elderflower,sugarfree,ice,mule,chocolate,tonic,norwegian,coke,sambuca,quinoa,bitters,granny,black,syrup,brined,slices,originating,zero,style,pineapple,parmesan,treasured,club,legendary,bangkok,sparkling,sangria,olive,from,beans,vinegar,bottles,lemonade,over,paloma,cowboy,that,coffee,may
