Restaurant_Name,Ranking,Price_Range,Cuisine_Type,Menu Items
Hostaria del Monte Croce,4.2,51 € et plus,Italienne,[]
Shibu Vegan,,30 € ou moins,Asiatique,[]
AMON Restaurant,5,30 € ou moins,Italienne,"['salsiccia', 'rinderhackfleisch', 'today', 'sizilianische', 'kruterkartoffeln', 'briochesandwich', 'is', 'und', 'sleeveask', 'granella', 'endiviensalat', 'der', 'caponata', 'nduja', 'marinierte', 'gerstete', 'mangiare', 'spianata', 'homemade', 'sud', 'parmigiana', 'rote', 'des', 'tomatenkruste', 'mascarpone', 'polenta', 'pesto', 'aubergine', 'amarettogelee', 'gednstete', 'has', 'conjured', 'insalata', 'in', 'service', 'zuppa', 'frisches', 'zimt', 'parmigiano', 'gnocchi', 'bianco', 'geschlte', 'tiramons', 'geht', 'team', 'auf', 'caprese', 'caciocavallo', 'fragt', 'on', 'auberginen', 'erste', 'pasta', 'sonnenblumenkerne', 'ab', 'e', 'stracciatella', 'rmel', 'tomatensugo', 'pfeffer', 'gehobelter', 'bitte', 'unser', 'abendkarte', 'gemse', 'burrata', 'ei', 'tomate', 'fruchtsenf', 'guanciale', 'alla', 'mit', 'dinner', 'ricotta', 'gurke', 'chitarra', 'confierte', 'oro', 'dessert', 'uhr', 'mandelmilchpudding', 'chef', 'amon', 'pistaziencrumble', 'round', 'im', 'additionally', 'jus', 'ass', 'nach', 'tagliere', 'del', 'uns', 'for', 'carbonara', 'gemseboquet', 'pane', 'to', 'you', 'saisonal', 'savoiardi', 'zwiebel', 'the', 'truthahnbrust', 'us', 'pilzragout', 'seasonal', 'manzo', 'quasi', 'mozzarella', 'panino', 'up', 'tages', 'basilikum', 'our', 'di', 'lasagna', 'vitelottencrema', 'zweite', 'ace', 'giorno', 'pecorino', 'hausgemachte', 'besciamella', 'casarecce', 'schwarzer', 'norma', 'terra', 'panzanella', 'runde', 'rinderfilet', 'carasaubrot', 'thunfisch', 'mohrrbe', 'first', 'pistacchio', 'menu', 'spaghetti', 'tonno', 'what', 'crema', 'balsamicovinaigrette', 'welcome', 'schokolade', 'brot', 'pinienkerne', 'g', 'kaffee', 'das', 'gerstetes']"
Le Consulat,4.3,De 31 € à 50 €,Française - Traditionnelle,"['art', 'reh', 'gsl', 'reduction', 'sous', 'speckstippe', 'onions', 'apple', 'steinpilzcrme', 'touch', 'dijonsenf', 'gratin', 'paprikasauce', 'label', 'dulce', 'pav', 'poireaux', 'rusks', 'chorizo', 'lime', 'nut', 'cognac', 'pink', 'mashed', 'eglsl', 'knusprige', 'und', 'sourdough', 'kruterbutter', 'zu', 'aux', 'chocolate', 'glasswort', 'bierteig', 'gscsl', 'der', 'crme', 'levain', 'rosemary', 'poivre', 'de', 'mehrwertsteuer', 'oven', 'fried', 'crispy', 'strips', 'pistazienkernen', 'beer', 'an', 'cream', 'snails', 'egg', 'salt', 'fennel', 'rotweinsauce', 'rote', 'lemon', 'la', 'el', 'bacon', 'mascarpone', 'bourguignonne', 'sel', 'demiglace', 'zwieback', 'alle', 'kakaokaviar', 'fine', 'espuma', 'of', 'in', 'lslw', 'vinegarhoney', 'enslsn', 'golden', 'rose', 'kalb', 'burgunder', 'herb', 'champignonhtchen', 'spring', 'alsace', 'geflgelleber', 'jakobsmuscheln', 'from', 'charolais', 'gl', 'glw', 'and', 'caramelised', 'pistachios', 'dem', 'eigelb', 'peas', 'auf', 'calvadosfondantkartoffeln', 'haselnussl', 'vom', 'grilled', 'vide', 'printanire', 'dijon', 'sauce', 'on', 'ragout', 'pepper', 'salzzitrone', 'all', 'calvados', 'rouge', 'brown', 'flamed', 'ochsenbckchen', 'cocoa', 'spinach', 'parsnip', 'schokoliert', 'karamellisierte', 'von', 'splash', 'hhnchen', 'au', 'fenchel', 'beete', 'marinated', 'yolk', 'noisettes', 'vanilla', 'pickled', 'including', 'batter', 'roasted', 'steinpilzeis', 'hazelnut', 'bratapfelespuma', 'croutons', 'meeresspargel', 'mit', 'spritzer', 'chicken', 'beetroot', 'spinatkonzentrat', 'poulet', 'with', 'gribiche', 'kartoffelpree', 'buckwheat', 'caviar', 'parfait', 'next', 'flmischen', 'wine', 'dazu', 'juniper', 'cpes', 'comt', 'carrot', 'escargots', 'im', 'gewlzt', 'rcken', 'nach', 'fondant', 'rosmarin', 'elsl', 'potatoes', 'doux', 'burgundystyle', 'eingelegte', 'to', 'schnecken', 'note', 'four', 'egsn', 'elsass', 'flsy', 'preise', 'falsche', 'roquefort', 'wacholderessig', 'the', 'yellow', 'geschwenkt', 'served', 'einer', 'gratinated', 'sauerteigcrotons', 'roter', 'sousvideapfel', 'nlw', 'mousse', 'bressane', 'butter', 'inklusive', 'markknochen', 'bandelettes', 'oil', 'vanillemascarponeeis', 'ice', 'vinegar', 'meerbarbe', 'backofen', 'baked', 'leche', 'leg', 'essighonigreduktion', 'geflmmten', 'pastinake', 'saffron', 'goldbraun', 'euro', 'schwertmuscheln', 'gebeiztes', 'fillet', 'gelber', 'erbsen', 'porcini', 'gesetzlicher', 'soupe', 'mason', 'grill', 'gratiniert', 'schluppen', 'beef', 'topinambours', 'destragon', 'feine', 'gefllt', 'red', 'filled', 'einmachglas', 'millefeuille', 'mushroom', 'rinderfilet', 'keule', 'galette', 'buchweizengalette', 'caps', 'gebacken', 'mustard', 'loin', 'jar', 'schweinsfuss', 'concentrate', 'rolled', 'vat', 'fleur', 'beurre', 'prices', 'a', 'limettenbutter', 'karotte', 'safran', 'englsc', 'tarragon', 'gebrannte', 'aus', 'tossed', 'peppercorns']"
Beef GrillClub by HASIR Adenauer Platz,4.6,30 € ou moins,Steak,"['art', 'baklava', 'filet', 'grne', 'rotwein', 'caesar', 'hummus', 'balsamicozwiebel', 'angus', 'lammkarree', 'konfit', 'chateaubriand', 'grner', 'crme', 'fume', 'chili', 'pommery', 'lamm', 'gegrilltes', 'stk', 'crouton', 'halbganz', 'rote', 'des', 'pastirma', 'lyonnaise', 'bohnen', 'steakhouse', 'ny', 'kalbskotelette', 'steakbutter', 'dilimi', 'marmelade', 'tomahawk', 'toast', 'jakobsmuscheln', 'zitronengras', 'ceviche', 'fisch', 'kompott', 'rahmmais', 'bourbon', 'porterhouse', 'ksekuchen', 'tage', 'kasik', 'entrecote', 'zwiebelsuppe', 'gruyre', 'pommes', 'pfeffer', 'irish', 'hhnchen', 'hasir', 'beete', 'hummer', 'grillclub', 'ei', 'getrffeltes', 'tartar', 'koriander', 'croutons', 'senf', 'mit', 'salata', 'burger', 'estragon', 'sautierte', 'kalbs', 'kartoffelpree', 'bauernlffelsalat', 'sucuk', 'avocado', 'nach', 'havuc', 'hause', 'rindermedaillon', 'lokum', 'delmonico', 'roquefort', 'chimichurri', 'us', 'mignonette', 'rahmspinat', 'tagessuppe', 'melba', 'dressing', 'ribeye', 'schalotten', 'zitronensorbet', 'kanadischer', 'sherry', 'mango', 'steak', 'lammkotelette', 'kseplatte', 'tournedos', 'kfte', 'pilze', 'beef', 'zitrusfrchte', 'franzsische', 'parmesan', 'pistazien', 'brle', 'thunfisch', 'salat', 'waldpilz', 'barnaise', 'rind', 'blaubeer', 'brot', 'walnusssalat', 'tuna', 'kopfsalat', 'g', 'grilllclub', 'knoblauch']"
Lu Liba,,De 31 € à 50 €,Méditerranée,[]
Le Faubourg,4.4,30 € ou moins,Française,"['c', 'wirsing', 'kartoffel', 'chervil', 'black', 'apple', 'buchenpilze', 'rinderbacke', 'fermentierte', 'soup', 'onion', 'petersilie', 'blanc', 'seed', 'und', 'earth', 'knollenziest', 'regionaler', 'sarda', 'chocolate', 'himmel', 'regional', 'chicory', 'braised', 'fregola', 'pudding', 'apfel', 'brunnenkresse', 'trffel', 'ucker', 'stck', 'str', 'egg', 'berle', 'cake', 'sauerkraut', 'fennel', 'tuber', 'rote', 'fig', 'kerbelwurzel', 'senfsaat', 'blood', 'beech', 'zartbitter', 'fjord', 'perch', 'fruit', 'huhn', 'of', 'cress', 'jerusalem', 'grapefruit', 'trout', 'schmorsauce', 'blutorange', 'parsley', 'wildheidelbeeren', 'petersilienwurzel', 'mandarine', 'and', 'cheek', 'frchtebrot', 'mushrooms', 'vegetarian', 'eigelb', 'cabbage', 'buchweizen', 'truffle', 'sauce', 'maronensuppe', 'napkin', 'haselnuss', 'dill', 'parsnip', 'salsify', 'von', 'coriander', 'rosenkohl', 'cheese', 'fenchel', 'zanderlardo', 'ravioli', 'tatar', 'vegetarische', 'marinated', 'yolk', 'wild', 'sturgeon', 'brussels', 'ei', 'dumplings', 'kapuzinerkresse', 'potato', 'hazelnut', 'koriander', 'blackfeathered', 'chicore', 'chicken', 'feigensenf', 'schwarzwurzel', 'walnut', 'pike', 'buckwheat', 'carrot', 'jus', 'blueberries', 'watercress', 'pekanuss', 'tatare', 'cranberries', 'gartenkresse', 'meerrettich', 'zwiebel', 'orange', 'dresdener', 'cheesecake', 'saxony', 'fjordforelle', 'lardo', 'topinambur', 'sprouts', 'geschmorte', 'kober', 'serviettenkndel', 'tangerine', 'nasturtium', 'chestnut', 'pastinake', 'pieces', 'horseradish', 'mhre', 'schwarzfeder', 'gebeiztes', 'savarin', 'kse', 'beef', 'artichoke', 'brillat', 'red', 'kerbel', 'root', 'garlic', 'walnuss', 'roscoff', 'mustard', 'chives', 'cranberrys', 'schnittlauch', 'erde', 'beurre', 'heaven', 'garden', 'fermented', 'schokolade', 'pecan', 'dark', 'blutwurst', 'knoblauch']"
EBERT Restaurant & Bar,4.7,30 € ou moins,Allemande,[]
Sticks'n'Sushi - Charlottenburg,,30 € ou moins,Sushi,[]
Babbo Bar,4.3,De 31 € à 50 €,Italienne,[]
Hasir - Ocakbasi,4.2,30 € ou moins,Turque,[]
LOVIS Restaurant,4.6,51 € et plus,Allemande contemporaine,[]
1000grad,4.4,30 € ou moins,Asiatique contemporaine,"['jasmino', 'goldfinger', 'babyspargel', 'reis', 'ribs', 'duck', 'schwarzreis', 'stick', 'cherrytomate', 'schneewittchen', 'black', 'brewed', 'noris', 'aquatic', 'jakob', 'bananenblatt', 'karambolapineapple', 'batonnets', 'squad', 'arachisnuss', 'garnelen', 'blanc', 'kushi', 'enokipilz', 'wok', 'oceans', 'creme', 'hhnchenspie', 'lammkarree', 'jungspargel', 'jakobs', 'lucifers', 'haven', 'kaffir', 'emerald', 'btonnets', 'tamarinde', 'grillrippchen', 'matcha', 'smoked', 'chili', 'birds', 'penang', 'pankomantel', 'barbarie', 'm', 'salatbltter', 'gegrilltes', 'wasabidottir', 'pond', 'iii', 'ocean', 'deli', 'rote', 'julienne', 'goes', 'missonis', 'poudre', 'panna', 'pesto', 'favorite', 'dorade', 'gegrillte', 'in', 'kimchi', 'sour', 'green', 'jasminreis', 'softshell', 'sesamwasabi', 'squid', 'herb', 'jakobsmuscheln', 'flambierte', 'zitronengras', 'jardiniere', 'reisbandnudeln', 'dim', 'and', 'fisch', 'phibuns', 'spargel', 'krebs', 'vegetarian', 'poms', 'wasabisesam', 'grilled', 'rebli', 'basil', 'limette', 'saus', 'skartoffelpommes', 'eye', 'so', 'buddhas', 'on', 'essig', 'curry', 'limit', 'seafood', 'sweet', 'loves', 'chilimayo', 'vinaigrette', 'coco', 'drachenbohnen', 'kalamar', 'cubes', 'dill', 'papayasalat', 'entrecote', 'lachs', 'rouge', 'morceau', 'skartoffeln', 'jungle', 'undrunken', 'argentinisches', 'vegi', 'hhnchen', 'erdnuss', 'samstag', 'currycino', 'zuckererbsen', 'shiitake', 'scampi', 'gemse', 'hhnchenfilet', 'ibericogrillrippchen', 'cut', 'tomate', 'iberico', 'xaxiu', 'garnelenspie', 'gartensalat', 'jakobsmuschel', 'horapa', 'tartar', 'teriyaki', 'shimeji', 'curcuma', 'no', 'wasabimayo', 'champignon', 'tamanrinde', 'butterfisch', 'mit', 'suppe', 'argentinische', 'chilimajo', 'buenos', 'triplets', 'chicken', 'unschuldslamm', 'trio', 'sesam', 'ruhetag', 'babymais', 'klebereis', 'shrimpies', 'vanille', 'jasminxaxiu', 'dienstag', 'im', 'jus', 'saison', 'ffnungszeiten', 'frchte', 'dorys', 'avocado', 'paprika', 'sechs', 'croustillant', 'mo', 'zwerge', 'h', 'meerrettich', 'sums', 'nemo', 'vermicelli', 'bis', 'zwiebel', 'piglet', 'coq', 'eis', 'fire', 'manis', 'baby', 'kruter', 'pflaumenmaroni', 'sticks', 'galgant', 'pomelo', 'japanisches', 'gold', 'cantonese', 'butter', 'bouillon', 'basilikum', 'kche', 'o', 'wildkrutersalat', 'di', 'noriblatt', 'dressing', 'mungosprossen', 'tanning', 'glowing', 'ribeye', 'salmon', 'gegrillter', 'mango', 'pepperoni', 'kokos', 'gebeiztes', 'steak', 'babyspinat', 'pilze', 'maui', 'gebeizt', 'karfiol', 'austern', 'rinderfilet', 'salatherzen', 'schlangenbohnen', 'batn', 'salat', 'moses', 'papaya', 'grnreis', 'rind', 'cow', 'ingwermirin', 'cotta', 'garden', 'wammerl', 'skin', 'weizen', 'topaz', 'juicy', 'ente', 'panaeng']"
BeefGrillClub by Hasir co KaDeWe im 6.OG,4.3,De 31 € à 50 €,Grillade,"['krebstiere', 'people', 'baklava', 'kruterseitling', 'filet', 'lobster', 'sellerie', 'grne', 'vanileeis', 'black', 'sides', 'laktose', 'caesar', 'junger', 'hummus', 'soup', 'garnelen', 'sardellen', 'onion', 'mashed', 'padrn', 'und', 'angus', 'angebot', 'lammkarree', 'chateaubriand', 'prawns', 'french', 'cauliflower', 'crme', 'de', 'spinat', 'rosemary', 'steaksauce', 'tree', 'aufwrts', 'pimentos', 'prime', 'marinierte', 'cellery', 'cured', 'crispy', 'patty', 'per', 'cream', 'sriracha', 'egg', 'gegrilltes', 'krutersalat', 'rote', 'lemon', 'des', 'pimientos', 'bohnen', 'crustaceans', 'milk', 'nuts', 'truffled', 'g', 'fish', 'beilage', 'pesto', 'kann', 'offer', 'ny', 'steakbutter', 'dilimi', 'wachteleier', 'of', 'bluecheese', 'gegrillte', 'gruppen', 'olive', 'krutersaitling', 'jam', 'tomahawk', 'green', 'kale', 'tartare', 'herb', 'fr', 'leaf', 'crisp', 'kapern', 'jalapenos', 'fisch', 'and', 'bisque', 'sirachamayo', 'mushrooms', 'eigelb', 'vanilleeis', 'grnkohl', 'berries', 'pro', 'getreide', 'grilled', 'dijon', 'saisonale', 'sauce', 'arugula', 'on', 'mignon', 'weichtiere', 'erdnsse', 'peanuts', 'pepper', 'porterhouse', 'blumenkohl', 'sweet', 'entrecte', 'tage', 'fries', 'pine', 'relish', 'kg', 'entrecote', 'tomato', 'bernais', 'ab', 'spinach', 'pommes', 'konservierungsstoffe', 'cheese', 'cobb', 'pfeffersauce', 'person', 'marinated', 'yolk', 'hasr', 'allergens', 'hummer', 'aioli', 'gemse', 'burrata', 'cut', 'tomate', 'kirschtomaten', 'blue', 'pickled', 'vanilla', 'getrffeltes', 'tartar', 'dry', 'potato', 'glutenhaltiges', 'ladies', 'sulphites', 'additives', 'sesame', 'roasted', 'croutons', 'senf', 'gluten', 'mit', 'suppe', 'oyster', 'burger', 'personen', 'mayo', 'sautierte', 'paris', 'sesam', 'rib', 'day', 'eier', 'romaine', 'schwefeldioxid', 'with', 'capers', 'kartoffelpree', 'portweinjus', 'salad', 'padron', 'cherry', 'wine', 'port', 'allergene', 'jus', 'hummerbisque', 'saison', 'avocado', 'for', 'paprika', 'havuc', 'rosmarin', 'zwiebeln', 'halber', 'potatoes', 'milch', 'lokum', 'caesardressing', 'eingelegte', 'kirschtomate', 'brulee', 'shallots', 'vegetables', 'beeren', 'baby', 'the', 'chimichurri', 'ziebeln', 'us', 'zitrone', 'sauted', 'seasonal', 'cheesecake', 'trkischer', 'tbone', 'rinderschinken', 'butter', 'romana', 'tages', 'anwards', 'oil', 'ice', 'tomatenrelish', 'caf', 'lactose', 'mulluscs', 'dressing', 'turkish', 'schalotten', 'gegrillter', 'king', 'gentlemans', 'steak', 'hausdressing', 'schalenfrchte', 'fillet', 'grill', 'kfte', 'pilze', 'zusatzstoffe', 'beef', 'anchovies', 'red', 'bearnaise', 'parmesan', 'preservatives', 'club', 'house', 'mushroom', 'skartoffelpree', 'brle', 'rinderfilet', 'chateau', 'soya', 'mustard', 'salat', 'sulfite', 'mixsalat', 'aged', 'caesarsalat', 'zwiebelmarmalde', 'classic', 'skin', 'beans', 'pinienkerne', 'rindertartar', 'olivenl', 'pastrma', 'extra', 'bgc']"
Stagger Lee,4.8,30 € ou moins,Bar à cocktails,[]
Mama Cook,4,30 € ou moins,Vietnamienne,"['gemischtem', 'teigtaschen', 'gebackene', 'mariniertes', 'hhnerfleisch', 'dunkler', 'duck', 'dressing', 'mit', 'dance', 'gebackenen', 'glory', 'gurke', 'mango', 'garnelen', 'saisonalem', 'sesam', 'gedmptem', 'knusprige', 'und', 'erdnssen', 'beef', 'auf', 'hausgemachtem', 'gefllt', 'dazu', 'scharf', 'vanille', 'chililimette', 'angebratenes', 'hausgemachter', 'sauce', 'frische', 'paprika', 'zwiebeln', 'duftreis', 'knuspriges', 'kugel', 'salat', 'honig', 'eis', 'entenbrustfilet', 'cold', 'wantan', 'grillpfanne', 'serviert', 'einer', 'rindfleisch', 'sojasprossen', 'bananen', 'gemse', 'bambusstreifen', 'hot', 'spezieller']"
