Restaurant_Name,Ranking,Price_Range,Cuisine_Type,Menu Items
mama trattoria Berlin Pariser Platz,4.4,30 € ou moins,Italienne,[]
CHIARO,4.2,De 31 € à 50 €,Italienne,[]
Restaurant Fischer & Lustig,4.5,30 € ou moins,Poisson,[]
Solar Berlin,4.5,51 € et plus,Allemande régionale,[]
Brasserie am Gendarmenmarkt,4.6,30 € ou moins,Française,[]
Frederick's Berlin,4.5,30 € ou moins,Européenne contemporaine,[]
Heritage Berlin,4.7,De 31 € à 50 €,Internationale,[]
Habeit shel AMANO,4.4,30 € ou moins,Israelienne,[]
Restaurant Schnitzelei,4.6,30 € ou moins,Allemande,[]
Pizza Mario X Gambino,4.3,30 € ou moins,Pizzéria,[]
Dieselhaus,4.6,30 € ou moins,Allemande,[]
Ottenthal Restaurant & Weinhandlung,4.8,De 31 € à 50 €,Autrichienne,[]
"Carambar - Restaurant, Bar, Club",4,30 € ou moins,Internationale,[]
Pascarella im Titanic Chaussee Berlin,4.3,De 31 € à 50 €,Italienne,"['bltter', 'crunch', 'frisch', 'quattro', 'grne', 'black', 'caesar', 'tartufo', 'knoblauch', 'focaccia', 'garnelen', 'zweierlei', 'putensalami', 'knusprige', 'creme', 'und', 'garnitur', 'angus', 'chocolate', 'prawns', 'pikante', 'flambiert', 'melanzane', 'der', 'funghi', 'crme', 'caponata', 'contains', 'apfel', 'pepe', 'trffel', 'an', 'spianata', 'pizza', 'tagliata', 'weibrot', 'tomaten', 'hauchdnn', 'bohnen', 'ksesorten', 'panna', 'aubergine', 'fischsuppe', 'gegrillte', 'oregano', 'parma', 'zuppa', 'landschinken', 'salicornia', 'blattspinat', 'zitronenabrieb', 'paccheri', 'kalb', 'italienischer', 'pinienkern', 'gnocchi', 'gegrillt', 'al', 'lachstatar', 'italienische', 'selleriepree', 'frittierter', 'ksevariation', 'zarte', 'and', 'italienischen', 'kapern', 'kartoffelsalat', 'wiener', 'dem', 'mediterranes', 'vom', 'vegetariana', 'limette', 'preiselbeeren', 'tranchiert', 'sauce', 'mediterrane', 'zucchinicreme', 'fries', 'entrecte', 'thunfischkaperncreme', 'gamberetti', 'pasta', 'fruchtspiegel', 'siciliana', 'blattsalat', 'karamellisierte', 'olio', 'e', 'pfeffer', 'rucola', 'zart', 'tiramisu', 'tonnato', 'gehobelter', 'carpaccio', 'tonnarelli', 'tatar', 'rinderfiletspitzen', 'gemse', 'skartoffel', 'getrffeltes', 'alla', 'helle', 'hartkselaib', 'gluten', 'rosinen', 'mit', 'suppe', 'usprime', 'dnn', 'gambas', 'mandel', 'marinara', 'kartoffelpree', 'salad', 'allarrabbiata', 'cherry', 'vanille', 'con', 'im', 'meer', 'saison', 'bunten', 'risotto', 'margherita', 'fondant', 'viererlei', 'pilzcreme', 'rosmarin', 'geriebener', 'frittierte', 'medaillons', 'zwiebeln', 'espresso', 'pesce', 'milch', 'hausgemachtes', 'sahne', 'roast', 'leichte', 'eis', 'steinpilze', 'sorretina', 'pascarella', 'pulpo', 'kalbsfilet', 'manzo', 'cremiges', 'mozzarella', 'vitello', 'scarmorza', 'kugeln', 'bunte', 'basilikum', 'grillgemse', 'di', 'formaggi', 'sorbet', 'cacio', 'waldpilze', 'king', 'schnitzel', 'pecorino', 'hausgemachte', 'penne', 'aglio', 'porcini', 'kse', 'maracujamango', 'beef', 'schwarzer', 'parmesan', 'tomatensauce', 'skartoffelpree', 'brle', 'zartes', 'rinderfilet', 'italienisches', 'gemischter', 'oliven', 'thunfisch', 'frisella', 'walnuss', 'minze', 'salat', 'frischer', 'salami', 'zwiebeltranchen', 'spaghetti', 'tonno', 'rind', 'verschiedene', 'cotta', 'edelfisch', 'tranchiertes', 'aus', 'g', 'burratina']"
MAREDO Berlin Unter den Linden,3.6,30 € ou moins,Steak,[]
GRACE Restaurant,4.7,De 31 € à 50 €,Asiatique contemporaine,[]
Hong Nhat,4.4,De 31 € à 50 €,Vietnamienne,[]
Austernbank,4.5,De 31 € à 50 €,Poisson,"['reis', 'krbiskerne', 'feigenchutney', 'caesar', 'junger', 'gnseleber', 'dutzend', 'gefllte', 'und', 'le', 'kruterbutter', 'marseillaise', 'kartoffeln', 'auster', 'sepiatagliatelle', 'edelfischfilets', 'chateaubriand', 'frites', 'grner', 'der', 'kokospanna', 'crme', 'de', 'gillardeau', 'crotons', 'harissa', 'kaisergranaten', 'x', 'rotgarnelen', 'gruyter', 'wasabicrme', 'taschenkrebs', 'muschel', 'schalottenvinaigrette', 'feigencarpaccio', 'mandeln', 'marinierte', 'nougat', 'trffel', 'mont', 'stck', 'oder', 'eingelegt', 'perle', 'rote', 'taggiascaoliven', 'wildfang', 'la', 'mascarpone', 'bioente', 'aubergine', 'royal', 'krbisrisotto', 'gegrillte', 'in', 'meeresbrise', 'trffelpree', 'turf', 'ganzer', 'green', 'blattspinat', 'pimiento', 'trffelpommes', 'fr', 'erdbeeren', 'kruterjus', 'schalottenessig', 'wakame', 'lachsfilet', 'kapern', 'gemsetatar', 'vierge', 'and', 'krystale', 'hummersalat', 'fisch', 'sepiamayonnaise', 'spargel', 'wiener', 'kartoffelsalat', 'saintmichel', 'sardinen', 'auf', 'eigelb', 'imperial', 'grnkohl', 'vom', 'sashimi', 'zitronenbutter', 'preiselbeeren', 'safrannage', 'artischockensalat', 'sauce', 'rohmilchkse', 'entrecte', 'bouillabaisse', 'crevetten', 'duo', 'lachs', 'pistazieneis', 'pumpernickel', 'pommes', 'bratkartoffeln', 'von', 'tomatensugo', 'cornichons', 'rosenkohl', 'bratapfeltrtchen', 'valrhona', 'au', 'knigliche', 'pfeffersauce', 'tatar', 'orangenreduktion', 'aioli', 'rouille', 'hummer', 'gemse', 'marquise', 'burrata', 'ei', 'tomate', 'kartoffelgratin', 'surf', 'dry', 'choi', 'koriander', 'keta', 'brandenburg', 'loup', 'senf', 'kernl', 'mit', 'halbe', 'argentinische', 'brust', 'gebraten', 'personen', 'ltagre', 'pak', 'feigensenf', 'sesam', 'pok', 'ganzen', 'chocolat', 'franzsischem', 'crumble', 'salad', 'ahornsirup', 'im', 'mangoananaschutney', 'jus', 'hummerbisque', 'blinis', 'avocado', 'garnele', 'haut', 'zwiebeln', 'mer', 'rucherlachs', 'bowl', 'meerrettich', 'trffelbutter', 'saisonales', 'datteltomaten', 'thunfischsteak', 'heilbuttfilet', 'du', 'beeren', 'cranberry', 'bratapfel', 'frache', 'apfelrotkohl', 'zitrone', 'safrankruterreis', 'variationen', 'mousse', 'tbone', 'bourbonmadagaskarvanille', 'butter', 'mozzarella', 'algensalat', 'kartoffelklo', 'spanische', 'serviettenkndel', 'schalotten', 'bete', 'gamba', 'schnitzel', 'mango', 'rettich', 'steak', 'erbsen', 'pavlova', 'canada', 'ros', 'qualitt', 'steinbuttfilet', 'freilandgans', 'parmesan', 'gurkensalat', 'himbeerragout', 'tomatensauce', 'brle', 'austern', 'rinderfilet', 'joghurtminzdip', 'keule', 'austernbrot', 'gemischter', 'dips', 'thunfisch', 'lauch', 'walnuss', 'salat', 'plateau', 'schnittlauch', 'lassiett', 'barnaise', 'brioche', 'kaviar', 'aged', 'cotta', 'a', 'brot', 'olivenl', 'safran', 'aus', 'g', 'gerstetes']"
Cafe au lait,4.4,30 € ou moins,Café,[]
MIYAKI japan meets persia,4.6,30 € ou moins,Asiatique,[]
Kochu Karu,4.6,De 31 € à 50 €,Coréenne contemporaine,"['why', 'rikishi', 'baix', 'flasche', 'parabole', 'back', 'erst', 'leave', 'parzellen', 'take', 'put', 'genio', 'tardes', 'emilie', 'und', 'brain', 'trinkig', 'et', 'seit', 'world', 'als', 'trispol', 'meeting', 'der', 'rozas', 'vinya', 'bergwein', 'steiermark', 'soulanes', 'doch', 'gin', 'clothilde', 'spritz', 'grauburgunder', 'markovic', 'sites', 'kabinett', 'kontrast', 'graciano', 'goes', 'croatia', 'paradiesgarten', 'trinkt', 'ende', 'often', 'avaa', 'mitten', 'has', 'in', 'saumur', 'frisches', 'contrasts', 'ahari', 'select', 'from', 'who', 'ninortiz', 'verwurzelt', 'kauft', 'eher', 'fhrt', 'hand', 'welt', 'pinot', 'attis', 'baden', 'sven', 'bobal', 'especial', 'hard', 'se', 'cava', 'wacholder', 'on', 'gamut', 'set', 'catalonias', 'rosado', 'purchases', 'erste', 'bezieht', 'confused', 'slate', 'flaschen', 'garnacha', 'yuzu', 'clear', 'reserva', 'langenmorgen', 'muntanya', 'chest', 'pick', 'dessertwein', 'wood', 'selbstbewussten', 'dort', 'although', 'raritt', 'kiesel', 'brussels', 'weinen', 'no', 'henriques', 'noir', 'calce', 'sei', 'paris', 'vllig', 'knig', 'bottle', 'heimat', 'pistache', 'yamagata', 'rhinemain', 'into', 'relegated', 'rebholz', 'wine', 'stunning', 'amontillado', 'may', 'architekt', 'im', 'rheinhessen', 'ptnat', 'year', 'vinjes', 'del', 'bier', 'l', 'karu', 'vermell', 'wonderful', 'bodegas', 'maushhle', 'azores', 'pittoreske', 'flrido', 'zwischen', 'by', 'natural', 'damm', 'turned', 'slovenia', 'fullbodied', 'figura', 'vines', 'miraflores', 'eisenreichem', 'alten', 'schluss', 'up', 'appreciation', 'joachim', 'slawonien', 'just', 'vadis', 'viadero', 'aim', 'weinrtchen', 'grenache', 'mehling', 'tomislav', 'manchuela', 'food', 'essen', 'gorca', 'freunden', 'gross', 'gerste', 'finden', 'mittelmeer', 'love', 'ba', 'jahr', 'recaredo', 'moon', 'sich', 'ninki', 'quinta', 'seine', 'blanco', 'verjus', 'swing', 'winzerdynastie', 'burgenland', 'slavonia', 'hailing', 'diese', 'merlotte', 'y', 'xarello', 'domenech', 'sptlese', 'landscape', 'beckoned', 'philosophie', 'chalky', 'company', 'mesquida', 'wandlbeck', 'rarity', 'mais', 'burja', 'g', 'absinth', 'bringen', 'this', 'christ', 'cellar', 'create', 'ritsch', 'piece', 'blanc', 'klima', 'aromas', 'federleicht', 'any', 'zu', 'yangjo', 'tinto', 'plum', 'lilly', 'ferne', 'rofe', 'daiginjo', 'besonderen', 'likr', 'berhaupt', 'rudolf', 'at', 'blaufrnkisch', 'boden', 'muschelkalk', 'apfel', 'roots', 'stets', 'homemade', 'fell', 'brezo', 'bernhard', 'picturesque', 'la', 'makoli', 'pot', 'pf', 'featherlight', 'tochigi', 'sauvignon', 'see', 'niepoort', 'bottles', 'stammt', 'ausbau', 'besondere', 'ein', 'pages', 'sirup', 'yamaguchi', 'rossthalberg', 'linsolte', 'lovley', 'herself', 'kalkofen', 'champagne', 'hell', 'entre', 'leiner', 'ist', 'mosel', 'vino', 'lia', 'pro', 'have', 'vom', 'passed', 'csar', 'little', 'eine', 'sort', 'puro', 'pdevoille', 'bruant', 'findet', 'andalucia', 'claus', 'begegnung', 'nature', 'slowenien', 'shelter', 'die', 'cotes', 'kastanienbusch', 'goyo', 'oak', 'kilos', 'away', 'pauschal', 'people', 'landschaft', 'one', 'shimazaki', 'pnedes', 'durch', 'vinho', 'brust', 'things', 'vinifying', 'quo', 'ctes', 'trage', 'soil', 'dessert', 'barrique', 'zum', 'hills', 'zitronen', 'azumi', 'immichbatterieberg', 'nach', 'for', 'plots', 'franken', 'languedoc', 'cuisse', 'fum', 'den', 'sake', 'now', 'sources', 'am', 'selbst', 'wachisnais', 'tonic', 'beeren', 'thomas', 'like', 'busch', 'samjang', 'born', 'korean', 'mix', 'roussillon', 'einer', 'teneriffa', 'steep', 'aromenuntersttzer', 'tempranillo', 'verdelho', 'dynasty', 'basilikum', 'o', 'tneubert', 'membrillo', 'trauben', 'architect', 'macabeu', 'chardonnay', 'detonation', 'grapes', 'comando', 'roches', 'es', 'zero', 'breitenbrunn', 'finds', 'kalkhaltigen', 'fmk', 'ihrer', 'benje', 'gillot', 'brilliant', 'friends', 'baton', 'respekt', 'brisat', 'lagen', 'zelada', 'kirschblte', 'rhne', 'too', 'jaglas', 'saga', 'brssel', 'silvaner', 'far', 'ganz', 'fukushima', 'neusiedler', 'jedes', 'lanzarote', 'brut', 'rschwarzer', 'they', 'kalifornien', 'irgendwelcher', 'ginjo', 'gaumen', 'never', 'reinhardt', 'treat', 'soju', 'mittelweg', 'piedemonte', 'styria', 'producing', 'justinos', 'lichtenberger', 'sein', 'fermentierte', 'more', 'tee', 'own', 'albario', 'douro', 'once', 'area', 'philosophy', 'salines', 'er', 'home', 'maltas', 'stck', 'village', 'where', 'jhrlich', 'duero', 'des', 'harmonie', 'monstant', 'wurde', 'it', 'braute', 'of', 'moscatel', 'he', 'gg', 'amos', 'unterschiedlichen', 'blassgelb', 'made', 'pfalz', 'reiswein', 'macht', 'ihn', 'palate', 'confidence', 'so', 'ends', 'colles', 'loves', 'ponce', 'weine', 'all', 'winzerin', 'cte', 'palabras', 'herzchen', 'orthodoxy', 'dewazakura', 'convey', 'baneres', 'carinena', 'baudry', 'schfer', 'typischtrben', 'krutersirup', 'yeojin', 'dr', 'karte', 'produziert', 'galizien', 'moteur', 'are', 'ju', 'yoon', 'wermut', 'alta', 'riesling', 'deidesheimer', 'rheinmaingebiet', 'menschen', 'mit', 'finca', 'rechte', 'seckinger', 'herber', 'chance', 'dassai', 'running', 'neuves', 'souls', 'competition', 'chinon', 'barrels', 'makgeolli', 'flavour', 'madeira', 'sercil', 'oft', 'unique', 'time', 'uns', 'orthodoxie', 'weinkeller', 'rosmarin', 'lage', 'to', 'between', 'alanda', 'kalk', 'du', 'guijarrales', 'jeder', 'wettbewerb', 'maesil', 'jginjo', 'after', 'water', 'zwei', 'brlo', 'amabuki', 'vor', 'supporters', 'fino', 'lhorizon', 'gonzalez', 'independent', 'or', 'vermutblanco', 'rias', 'graca', 'jahre', 'emma', 'his', 'winery', 'garnatxes', 'palette', 'cocktail', 'loire', 'katalanische', 'drink', 'lichtenbergergonzles', 'holunder', 'tomislavs', 'hibiskus', 'schiefer', 'brought', 'sie', 'schne', 'oculta', 'domaine', 'california', 'pago', 'goldenen', 'planetes', 'konomierat', 'astralabe', 'stiefmtterliches', 'wohldurchdachte', 'berzeugt', 'muradella', 'menu', 'kathrin', 'delightfully', 'ober', 'aufhrt', 'classic', 'enthusiastic', 'rcken', 'gredos', 'das', 'taste', 'behind', 'vinyes', 'azoren', 'heerkretz', 'thrnicher', 'koreanischen', 'ribera', 'rather', 'geboren', 'wunderbarer', 'sptburgunder', 'maravillas', 'brewed', 'kleines', 'licht', 'weissburgunder', 'kopf', 'leithaberg', 'is', 'preisinger', 'harmony', 'white', 'chipiona', 'seelen', 'mutombo', 'chablis', 'two', 'hinter', 'wir', 'limestone', 'chne', 'jenseits', 'de', 'only', 'rotbraune', 'harvest', 'kochu', 'special', 'an', 'cream', 'flo', 'marie', 'davenne', 'burgund', 'becketts', 'its', 'velles', 'wo', 'wie', 'eins', 'recht', 'ambijus', 'make', 'their', 'fuchsteufelsweiss', 'steilen', 'vinifiziert', 'quittensirup', 'wines', 'premium', 'catalanes', 'kroatischen', 'herrmann', 'fr', 'hilbersheim', 'haenam', 'and', 'ludes', 'dem', 'nin', 'les', 'vollmundig', 'verliebten', 'alella', 'furmint', 'chung', 'auch', 'michael', 'spotlight', 'vivid', 'ghiebl', 'monterrei', 'ludwig', 'out', 'limit', 'sweet', 'brachte', 'valdemonjas', 'dasein', 'rouge', 'sense', 'last', 'christmann', 'martin', 'teibert', 'von', 'seiner', 'niemals', 'yeojins', 'mariano', 'down', 'helles', 'person', 'wein', 'sparkling', 'weingut', 'hgeln', 'she', 'gre', 'alkoholfrei', 'wunderbare', 'dabei', 'bzw', 'orginales', 'adriana', 'buenos', 'gern', 'as', 'with', 'climate', 'them', 'mari', 'exude', 'rosat', 'port', 'that', 'steiermrker', 'karl', 'nymphe', 'himself', 'bohae', 'maison', 'junmai', 'reben', 'berbringt', 'mallorca', 'katalonien', 'bis', 'priorat', 'rioja', 'clearly', 'the', 'fangen', 'pouilly', 'austria', 'itself', 'ziereisen', 'waldviertler', 'envnate', 'zog', 'intens', 'ins', 'was', 'tarlant', 'interplay', 'nv', 'kittenberg', 'naturweine', 'eichenfsser', 'gschlssel', 'sherry', 'but', 'old', 'winemaker', 'rice', 'ros', 'esprit', 'verde', 'baixas', 'aires', 'briedler', 'oxer', 'chateau', 'fulminanten', 'brewery', 'winemaking', 'before', 'bleu', 'mengoba', 'andalusien', 'a', 'bierzo', 'estrella', 'zelado', 'aus', 'sprendlingen']"
Schildkroete,4.5,30 € ou moins,Allemande,[]
Schnitzelei Wilmersdorf,4.6,30 € ou moins,Allemande,[]
SAUSALITOS Berlin Fasanenstrasse,4.3,30 € ou moins,Mexicaine,"['mexicansauce', 'tennessee', 'cuba', 'flasche', 'japanese', 'onenight', 'peaches', 'coldbrew', 'roswein', 'frittierfett', 'und', 'banane', 'ausgewiesen', 'als', 'naturjoghurt', 'der', 'plantbased', 'piratenpunch', 'deals', 'diablo', 'fried', 'gin', 'crispy', 'patrn', 'beer', 'spritz', 'm', 'cuatro', 'skartoff', 'pool', 'cazadores', 'spare', 'kategorien', 'daniels', 'bombay', 'elbohnenbratling', 'erdbeere', 'gegrillte', 'in', 'mexican', 'sapphire', 'minztee', 'gelten', 'feiern', 'citron', 'guave', 'aid', 'geschmacksrichtung', 'sliced', 'mikks', 'basil', 'li', 'sunbeam', 'kaktusgin', 'on', 'spicy', 'killer', 'kokosmilch', 'got', 'yuzu', 'pommes', 'rhabarber', 'texmexplatte', 'ron', 'xtreme', 'kumquats', 'kirschtomaten', 'churros', 'rohrzucker', 'sakura', 'no', 'skulls', 'soda', 'frizzante', 'vanillesauce', 'mini', 'sausa', 'gambas', 'mas', 'padano', 'uhr', 'aejo', 'glytter', 'salad', 'camarones', 'twist', 'star', 'wings', 'bier', 'l', 'milch', 'zustzliche', 'pulled', 'apfelsorbet', 'eistee', 'sind', 'holly', 'crushed', 'beilagen', 'orange', 'zitrone', 'roter', 'cremig', 'wahl', 'sdamerikanischer', 'mozzarella', 'solero', 'swimming', 'chickenburger', 'mango', 'freunden', 'maiskolben', 'perfekt', 'fajitas', 'lieblich', 'caipirinha', 'love', 'blackberry', 'colada', 'ray', 'taco', 'fiero', 'caramel', 'liquid', 'bahama', 'rauch', 'dips', 'jgermeister', 'cero', 'minze', 'mezzo', 'ale', 'verduras', 'heaven', 'yucatan', 'cheeseburger', 'cheddarmozzarellamix', 'saft', 'rum', 'sourz', 'bltenmix', 'ter', 'frei', 'stand', 'schleck', 'blanc', 'b', 'frozen', 'gentleman', 'martini', 'tiki', 'trocken', 'zu', 'chocolate', 'wei', 'burrito', 'lemonade', 'likr', 'cocaine', 'lauchzwiebel', 'apfel', 'chili', 'schwarze', 'sec', 'moskito', 'long', 'swedish', 'honey', 'original', 'lemon', 'rosenkavalier', 'tomaten', 'venetien', 'preis', 'island', 'mile', 'madagascar', 'lagoon', 'fajitabrot', 'sour', 'grapefruit', 'yuhu', 'purezza', 'craft', 'hell', 'jim', 'hhnchenbruststcke', 'dunkel', 'kreuzkontaminationen', 'pro', 'vom', 'sprudelwasser', 'lkker', 'vodka', 'bites', 'vegane', 'devils', 'mint', 'wildberry', 'brombeere', 'bombas', 'cooler', 'coconut', 'cheese', 'autas', 'wahlweise', 'grenadine', 'turkey', 'prosecco', 'die', 'bercksichtigt', 'meatballs', 'sex', 'corona', 'ipanema', 'jalisco', 'blue', 'potato', 'whle', 'gluten', 'cocacola', 'geheim', 'grana', 'personen', 'weie', 'mandel', 'secco', 'cinnamon', 'zum', 'entgegen', 'topping', 'summer', 'i', 'porn', 'wikingerblut', 'nach', 'paprika', 'den', 'moscow', 'maracujavanille', 'keine', 'symphony', 'tonic', 'zwiebel', 'preise', 'kiss', 'einer', 'horchata', 'ultimate', 'mix', 'mexikaner', 'saure', 'ag', 'quesadillas', 'ice', 'alkoholfreie', 'kombi', 'dressing', 'mai', 'gerichte', 'bacard', 'chardonnay', 'grapes', 'nektar', 'saltedcarameleis', 'euro', 'gelber', 'goldstaub', 'bun', 'zero', 'deep', 'energy', 'paloma', 'kidneybohnen', 'beach', 'gepuff', 'tea', 'maracuja', 'balis', 'agave', 'beefburger', 'sugarfree', 'starter', 'zucker', 'touchdown', 'beam', 'hauptgericht', 'amore', 'unfiltered', 'allen', 'naturtrb', 'cheddar', 'vibrante', 'melon', 'frisch', 'apple', 'fuego', 'giff', 'caesar', 'kichererbsen', 'z', 'lime', 'kaktus', 'mama', 'flgerl', 'romanasalat', 'himbeer', 'maiskrnern', 'tortilla', 'elecken', 'bohnenfl', 'sorten', 'typisch', 'burritos', 'oder', 'igp', 'warmes', 'feigerl', 'mule', 'carta', 'alle', 'guacamole', 'mojito', 'edition', 'triple', 'golden', 'apulien', 'schwarztee', 'lillet', 'weizentortilla', 'somersby', 'sprit', 'stilles', 'primitivo', 'santo', 'san', 'nacht', 'share', 'van', 'feeling', 'blanca', 'heart', 'il', 'veggie', 'chips', 'all', 'mafia', 'ab', 'mangoananassauce', 'eddy', 'goldberg', 'allegretto', 'italien', 'wild', 'aioli', 'maiscrunch', 'rosato', 'sprite', 'fass', 'mit', 'unbeabsichtigte', 'holunderblte', 'cl', 'burger', 'carne', 'libre', 'braun', 'queso', 'homestyle', 'peach', 'sea', 'con', 'jumbo', 'ochsentee', 'brandy', 'rosmarin', 'bay', 'pfi', 'tropical', 'sahne', 'razz', 'jeder', 'milkshake', 'kartoff', 'salitos', 'my', 'jumbos', 'water', 'intense', 'vegan', 'apricot', 'grillgemse', 'can', 'double', 'symphon', 'kaffeespezialitten', 'friendzone', 'kokos', 'deine', 'wassermelone', 'bbq', 'produkten', 'red', 'drink', 'holunder', 'erzeugnissen', 'bull', 'johannisbeere', 'zimtzucker', 'dallmayrtee', 'karamellsauce', 'ausgeschlossen', 'rsichtee', 'zucchini', 'tropi', 'ananas', 'brioche', 'zombie', 'tai', 'foam', 'lynchburg', 'berry', 'classic', 'apfelringe', 'pollo', 'weizen', 'hot', 'mozzarellamix', 'reis', 'wasser', 'cider', 'amaranth', 'rotwein', 'jalapeos', 'amaretto', 'agavenbrand', 'maistortilla', 'ortilla', 'scavi', 'white', 'pink', 'licor', 'tres', 'mahiki', 'stark', 'passion', 'beilagenwahl', 'de', 'only', 'nachos', 'cocktails', 'x', 'francisco', 'kirsche', 'bei', 'nur', 'auslobung', 'papa', 'cream', 'sausalitos', 'salz', 'schokoladenfllung', 'granatapfel', 'bacon', 'yucatn', 'althaus', 'flowers', 'press', 'solche', 'gebackene', 'normal', 'ard', 'nicht', 'big', 'fr', 'stehen', 'burgersauce', 'himbeere', 'dos', 'bbqblumenkohl', 'limette', 'jack', 'schlehenschnaps', 'fries', 'sweet', 'smash', 'knoblauchbrot', 'von', 'cool', 'birne', 'amigos', 'dip', 'rsicheistee', 'blink', 'person', 'toffi', 'kart', 'vegetarisch', 'alkoholfrei', 'rsich', 'joy', 'eintrge', 'gurke', 'chicken', 'stunden', 'salsa', 'tikilimonade', 'tower', 'cherry', 'vanille', 'curaao', 'deal', 'zwiebeln', 'espresso', 'ber', 'you', 'schokoladentrtchen', 'bis', 's', 'fire', 'cranberry', 'feigenschnaps', 'the', 'cheesecake', 'margarita', 'hhnchenbrust', 'holy', 'ginger', 'geschmorte', 'spaten', 'floreale', 'rosenblten', 'gebackenem', 'watermelon', 'franziskaner', 'pia', 'combo', 'old', 'juice', 'beef', 'glas', 'kiwi', 'roku', 'erdmandeln', 'eines', 'veganer', 'wedges', 'silver', 'bitter', 'tacos', 'reposado', 'normalgroe', 'bramble', 'brothers', 'tequila', 'flower', 'becks', 'fee', 'cachaa', 'teilen', 'verschiedene', 'blueberry', 'modern', 'schokolade', 'sambuca', 'aus', 'dark', 'champignons']"
Yafo at Zarqa,4.4,30 € ou moins,du Moyen-Orient,[]
Kin Dee,4.6,51 € et plus,Thaï,[]
The Brooklyn,4.7,De 31 € à 50 €,Américaine,"['malz', 'still', 'flowery', 'sptburgunder', 'apple', 'whisky', 'blanc', 'martini', 'monterey', 'syrah', 'ste', 'der', 'erdinger', 'resin', 'lager', 'pfirsich', 'gin', 'beer', 'spritz', 'nonalcoholic', 'kempten', 'drappier', 'pinienharz', 'blumig', 'frucht', 'nahmen', 'frsheimdalsheim', 'pale', 'naturell', 'staropramen', 'sauvignon', 'berliner', 'carte', 'hess', 'fruit', 'worlds', 'in', 'olive', 'ac', 'rheingau', 'hendricks', 'state', 'big', 'sffig', 'champagne', 'new', 'traubensecco', 'pfalz', 'krebs', 'campari', 'michelle', 'welt', 'van', 'negroni', 'bestes', 'germany', 'gras', 'pine', 'usa', 'malt', 'tab', 'amalo', 'cold', 'raumland', 'london', 'coca', 'peter', 'aperol', 'washington', 'weingut', 'sparkling', 'mnchen', 'dry', 'riesling', 'mineral', 'alkoholfrei', 'aromatic', 'hopped', 'sprite', 'best', 'mit', 'citrus', 'naked', 'schloss', 'stolleis', 'schneider', 'weier', 'berg', 'peach', 'east', 'rhubarb', 'henry', 'fassbier', 'york', 'france', 'fetzer', 'fashioned', 'orangensaft', 'winzersekt', 'ipa', 'dor', 'tonic', 'orangina', 'thomas', 'orange', 'hefeweizen', 'zitrus', 'cabernet', 'vermouth', 'water', 'cuvee', 'nectar', 'ginger', 'berlin', 'brlo', 'leitungswasser', 'brooklyn', 'wrzig', 'apfelsaft', 'cola', 'rhabarbernektar', 'viognier', 'markus', 'chardonnay', 'porter', 'pinien', 'old', 'zero', 'rosso', 'winery', 'monkey', 'pils', 'juice', 'wheat', 'ros', 'california', 'bitter', 'kaltgehopft', 'knallt', 'chateau', 'brewery', 'prag', 'zucker', 'vaux', 'ale', 'stresskiller', 'mineralwasser', 'bble', 'draft', 'shoulder', 'angostura', 'ursprung', 'bang', 'brut', 'classic', 'manhattan', 'grass']"
