Restaurant_Name,Ranking,Global_Ranking,Plats_Ranking,Service_Ranking,Atmosphere_Ranking,Text
Sacré Frenchy !,4.0,4,4,5,5,"A little cheesy perhaps, but the staff was very welcoming and enthusiastic, and the restaurant has great energy. The food was fine, not mind-blowing, we would recommend the escargots, onion soup, and cheese plate."
Sacré Frenchy !,2.0,2,2,3,3,"Food was ok, not great. Lamb chops were bland. Inside was extremely loud and overly crowded inside the door and bar."
Sacré Frenchy !,5.0,5,5,5,5,30th birthday dinner
Sacré Frenchy !,1.0,1,2,1,5,"Raw Lamb chops, 3 different servers, had to send back my food twice. Split a tomohawk steak as well and it was tiny. Piano was v nice"
Sacré Frenchy !,4.0,4,5,4,5,"Booked for a group of ten on a rugby weekend trip. Staff were super friendly and welcoming and spoke really good English which was a bonus for some of the group. Busy, buzzing, fun atmosphere with a live pianist (playing modern hits, not classics!) and the odd whole restaurant singalong! Food was fabulous - don’t think anyone didn’t enjoy their meal, and Al we had a wide selection of foods from the menu. Cocktails and wine were great, too. Service of the food was slow due to being understaffed, but that didn’t spoil our evening as we were having a blast and they kept on top of the drinks! Would definitely recommend for a fun group meal."
Sacré Frenchy !,5.0,5,5,5,4,"On my own in Paris for a night and I reserved a table at Sacre Frenchy. I was not disappointed! Good atmosphere on a busy Saturday evening. The staff were very friendly and attentive and the food was excellent. It was the sort of French meal you used to get all over France years ago but sadly struggle to find so often today.
I had snails from Burgundy which were tasty and nicely cooked and a super pasta with truffle. The house wine was also excellent. Very good value. The best meal I have had in Paris for years. Thank you."
Sacré Frenchy !,5.0,5,5,5,5,Amazing food and people. Great atmosphere and fantastic food
Sacré Frenchy !,5.0,5,5,5,5,"We travelled from london for a birthday and this was the perfect Nevis for us. Amazing food, drinks selection and ambience."
Sacré Frenchy !,5.0,5,5,5,5,"We've been to the Sacré Frenchy with friends for a dinner and it was really great ! The food was good, and the service was cheerful. I recommend this restaurant :)"
Sacré Frenchy !,4.0,4,5,5,5,Really nice French meal. Quality at a good price. Maybe a little touristy but we were tourists so it was perfect!
Sacré Frenchy !,4.0,4,3,5,5,"Une très bonne ambiance et le service au top.
Par contre la nourriture n’est pas parfaite mais correcte.
Nous avons passé un bon moment entre amis."
Sacré Frenchy !,5.0,5,5,5,5,Service and food were top quality! Our waiter (unfortunately didn't get his name) was outstanding.
Sacré Frenchy !,5.0,5,5,5,5,"Nous sommes venues entre ami un jeudi soir pour la soirée avec le pianiste du restaurant. L'ambiance était top, les plats très bon et bien dressé !"
Sacré Frenchy !,4.0,4,4,3,3,"We were stuff in the corner most table, and neither of us are  petite…. Needless to say  the restaurant was empty at the time. A little off putting to start. The food made it up for me. The lamb was so tender and the  escargot were delish. The drinks (moscow mule ) were tasty, made perfectly. The wait staff was friendly, and quick on his feet when we asked for attention."
Sacré Frenchy !,5.0,5,5,5,5,"Belle découverte avec un groupe d'ami Mexicain
Le magret est super bon, même si un peu trop copieux ;)"
Sacré Frenchy !,5.0,5,5,5,5,Very friendly and inviting staff
Sacré Frenchy !,1.0,1,1,2,4,"Booked on a Saturday for something to eat in Paris having had a few days of wonderful food. 

The restaurant had a live singer who was great and created a great atmosphere to eat in. However, the food was really bad and did not seem fresh. We ordered a few ‘French tapas’ bits (calamari, croquettes and tomatoes and Parma ham on toast) to start. The croquettes were nice but the calamari was exceptionally chewy and the Parma ham was completely tasteless. We chalked this up to a few mistakes and moved onto our mains.

I ordered the ribs from the rotisserie menu. The meat was decent but was served with chips that tasted like they had been sitting for quite sometime before serving. However, my partner ordered the burger which after one bite she immediately stop eating and said it tasted bad. I then also tried it and was immediately hit by flavourless beef which was then replaced by the very unpleasant taste of rancid beef fat which I imagine came from an unclean grill. This put myself and my partner off all of our food and we asked for the bill immediately. We raised this and were offered another burger but the taste had put both of us off our food. We asked for the bill from which the burger had been removed but the food experience had been awful from start to finish which was a shame as the food in Paris is generally at a very good level!"
Sacré Frenchy !,5.0,5,5,5,5,Wonderful service by a staff that truly cares about their customers. Good wine list and the soy duck was amazing.
Sacré Frenchy !,5.0,5,5,5,5,Amazing food and service- so friendly and welcoming! 10/10 recommend!
Sacré Frenchy !,5.0,5,5,5,5,Everything went perfect! I went with my family and we had a great time. The food was delicious and the staff was very attentive. Second time I’ve been to this restaurant and I’m definitely coming back. Recommend it!
Sacré Frenchy !,5.0,5,5,5,5,"I visited on Thursday 21st October for my birthday as well as my girlfriends birthday and the service we received was the best I’ve ever had! From the minute we stepped into the restaurant we were treated like family, from being seated at a beautiful table with candles to even having our very own teddy bear joining us for dinner. The champagne was exquisite, the food the best I’ve ever had. We had the cheese board to start and it was so tasty, then I had the soy-sauce duck for main and it was incredible, so delicate and the sweet potato was cooked to perfection. My girlfriend had rack of lamb and it was falling off the bone it was so tasty! Once we had finished our meal we finished off our champagne and had some cocktails, and then one of the waiters came over and gave us a birthday shot of French tequila as a farewell. Then we had a pianist playing songs for us before we left for the Moulin Rouge. I would rate this place 1000/10 — so worth the money and for the staff, I cannot wait to come back ❤️ thank you so much!"
Sacré Frenchy !,5.0,5,5,5,5,"Great food, great ambiance….great service! Thanks for making our evening special!"
Sacré Frenchy !,5.0,5,5,5,5,We had a great experience here. Staff was super friendly and accommodating. Food was in generous portions and delicious!!
Sacré Frenchy !,5.0,5,5,4,5,"Great food, pleasant evening."
Sacré Frenchy !,5.0,5,5,5,5,"Very nice experience at the restaurant. Food and service were perfect. The location is really convenient since it’s located in the center of Paris. 

Alongside that, the day I went it had an American singer. He was very kind and took our requests. Highly recommended restaurant!"
Sacré Frenchy !,5.0,5,5,5,5,Delicious and healthy food!!  Fantastic friendly staff!
Sacré Frenchy !,5.0,5,5,5,5,Amazone experience. Fresh food and good wine. Thank you
Sacré Frenchy !,5.0,5,5,5,5,First time there next to my hotel in Paris and it was very nice. Good time and good food.
Sacré Frenchy !,2.0,2,3,1,2,"Terrible service, average food, go somewhere else."
Sacré Frenchy !,5.0,5,5,5,5,"A pleasure to come back to Sacré Frenchy! The new card is a delight !
Always one of my favorite addresses in Paris"
Sacré Frenchy !,5.0,5,5,5,5,"Poulpe à la Plancha façon Raùl, accompagné de pomme de terre grenaille et Travers de porc servi avec une magnifique sauce au miel...
Un D É L I C E !
Nous avons passé un merveilleux moment. Repas délicieux et personnel très agréable. 
Rien à redire. 
Nous reviendrons :)"
Sacré Frenchy !,5.0,5,5,5,4,"Delightful restaurant with delicious, unpretentious food, cooked perfectly. Leave room for the profiterole!"
Sacré Frenchy !,5.0,5,5,5,5,"Très bon restaurant, avec une décoration typique. Nous avons adoré !"
Sacré Frenchy !,4.0,4,4,4,4,Lovely authentic French dining experience. Great staff good food would happily recommend
Sacré Frenchy !,5.0,5,5,5,5,"First sit down meal in Paris and didn’t disappoint. The Escargot, Beef and Profiterole are to die for!"
Sacré Frenchy !,5.0,5,5,5,5,Excellent service & convenient location! Menu and a la carte options were all reasonably priced.
Sacré Frenchy !,5.0,5,5,5,5,I loved the ambiance and the decor. I had a pleasant time in this superb restaurant. A super good meal and very friendly waiters. Thank you very much ! :)
Sacré Frenchy !,5.0,5,5,5,5,"A very good discovery, it was so good !  
A lot of french classics like snails or duck and also some special salads.
Service is very friendly, we'll come back :)"
Sacré Frenchy !,5.0,5,5,5,5,"Amazing food, amazing service, amazing evening."
Sacré Frenchy !,3.0,3,4,1,4,"Drinks were really good, friendly staff however short staffed due to strikes. That’s understandable. Food was well prepared but pricey for the portions. Overall would go back to try something else."
Sacré Frenchy !,5.0,5,5,5,5,So good! Loved everything about our meal. Is much nicer than the online pictures.
Sacré Frenchy !,5.0,5,5,5,5,Amazing food and the best service!
Sacré Frenchy !,5.0,5,5,5,5,"Food and service were excellent, also they had live piano music!"
Sacré Frenchy !,5.0,5,5,5,5,"We had a great experience with the Sacré Frenchy team. The food was great and the wait staff were the best we’ve had  in Paris or in the Boston area where we are from. They had a great sense of humor, they worked well as a team and they helped make our overall experience and last evening in Paris fantastic!"
Sacré Frenchy !,5.0,5,4,5,4,Traditional French food with delightful service and very reasonable prices. We went back twice and willo be back again.
Sacré Frenchy !,4.0,4,5,4,4,"First night in Paris, first meal in Paris, did not disappoint. The three course meal is of high value and of high quality. The duck is delicious. Well worth the trip."
Sacré Frenchy !,5.0,5,5,5,5,Jean-Eudes was awesome!  Great place and great food!!
Sacré Frenchy !,2.0,2,2,1,2,"Mediocre food, terrible service. Waited for a half hour to get a table after arriving on time for reservations. Waited another half hour to order drinks, which arrived seconds before we were about to walk out. Meat was chewy and overcooked, a poor example of french cuisine. Would not recommend."
Sacré Frenchy !,5.0,5,5,5,5,"Lovely atmosphere, great food, excellent service🥰"
Sacré Frenchy !,5.0,5,5,5,5,"We had a beautiful meal here. Sat outside under a heater, lovely atmosphere and the food was outstanding."
Sacré Frenchy !,5.0,5,4,5,5,Brilliant meal and service. However would be nice if they had more than one vegetarian meal.
Sacré Frenchy !,5.0,5,5,5,5,気さくなスタッフの方々が、英語がチグハグな私のオーダーにも笑顔で対応してくれ、非常に居心地も良い空間で、友人にもオススメしたいと思いました。もちろん料理も非常に美味しく、気軽に食べれるフレンチとしてとても良いと思います。
Sacré Frenchy !,5.0,5,5,5,5,Excellent food and service. Casual bistro atmosphere good pricing
Sacré Frenchy !,5.0,5,5,5,5,Staff was very friendly and attentive. The duck and steak were both excellent! Atmosphere relaxed and comfortable. We would definitely return.
Sacré Frenchy !,5.0,5,5,5,5,Best duck ever.  Been aroumd the globe and they are.perfection
Sacré Frenchy !,5.0,5,5,5,5,Food was great!!   Dessert was delicious.  Service was amazing!!
Sacré Frenchy !,5.0,5,5,5,5,"I was in Paris and found this on OpenTable.  The food is phenomenal!  The staff speaks English which isn't a must but was helpful. They helped me with wine selections and made great food recommendations.  I would recommend this to everyone and the owner was on-site and was so friendly!  A must-see, experience and I would go again every time I'm in Paris."
Sacré Frenchy !,4.0,4,5,5,4,"My husband and I had a wonderful experience at Sacre Frenchy! The service was very good and the food was excellent! The foie gras was ""melt in your mouth"" delicious and the duck in honey was to die for. We would definitely eat there again!"
Sacré Frenchy !,4.0,4,4,4,4,"La mesa asignada al fondo, se olvidaron de nosotros en varias ocasiones. Al parecer no fue importante para ellos que hubiésemos realizado una reserva. La comida es buena sin ser espectacular, las porciones de muy buen tamaño. El costo es un poco elevado para el lugar. Nos obsequiaron un digestivo de cortesía"
Sacré Frenchy !,5.0,5,5,5,5,Amazing service and food.
Sacré Frenchy !,5.0,5,5,5,5,"If I could give more stars for service , I would. We had a wonderful time - greetings de Texas!"
Sacré Frenchy !,4.0,4,4,4,4,We were made to feel very welcome and all enjoyed the food. Would definitely consider returning if we are back in Paris anytime soon.
Sacré Frenchy !,4.0,4,4,3,3,Good food but service a bit slow.
Sacré Frenchy !,5.0,5,5,5,5,Great service!
Sacré Frenchy !,5.0,5,5,5,5,Great restaurant and service. The beef tenderloin was amazing!!!
Sacré Frenchy !,5.0,5,5,5,5,"À must.  Everything was amazing. 
The atmosphere of the restaurant was great. Very nice seating outside and inside .Everyone was very friendly and helpful. Very professional staff.  And the food was amazing.  I had the steak tartare I love it and my husband had the chicken very tasty and juicy. We will definitely return next time We will visit Paris."
Sacré Frenchy !,5.0,5,5,5,5,"Déjeuner très sympa avec des amis étrangers de passage à Paris. Belle découverte culinaire avec une carte de plats typiquement français, ce qui est bien et bon !"
Sacré Frenchy !,5.0,5,5,5,5,"Very good dîner with a friend in this new brasserie restaurant next to Beaubourg Museum.
We ordered the chicken, the Frenchy burger with foie gras and le French toast.
Everything was perfect :) i’ll come back !"
Tracé,5.0,5,5,5,4,Très belle expérience et découverte de nombreuses saveurs et textures incroyables. Nous avons testé deux accords mets vins ce qui nous a permis de goûter différents cépages remarquables. Le service était parfait. L'ambiance très feutrée et la cuisine ouverte donnait un côté intimiste très appréciable.
Tracé,5.0,5,5,5,5,Experience was incredible.  We went during the slower season but no corners were cut.  The chef was excellent in his food choices and intentions.  The wine pairing was far and away the best I’ve had at any restaurant.
Tracé,5.0,5,5,5,5,"Absolutely outstanding presentation, really nice and friendly people and divine cooking with great pairings and wines. Can't miss !"
Tracé,5.0,5,5,5,4,A wonderful way to finish our trip to Paris. Wonderful food that was expertly paired with lovely wine. The service was impeccable.
Tracé,5.0,5,5,5,5,Our meal was absolutely fantastic. The food was delicious and the waitstaff was knowledgeable and attentive. We had a wonderful time and can’t wait to go back!
Tracé,5.0,5,5,5,5,"They should have a Michelin star ! Very nice place, service and excellent food ;)"
Tracé,5.0,5,5,5,5,Excellent experience! Highly recommended - thank you!
Tracé,5.0,5,5,5,4,"Excellent experience.  Outstanding food & wine pairing.  Service was exceptional.  Very knowledgeable, attentive and friendly."
Tracé,5.0,5,5,5,5,"Délicieux repas, très original, rond et doux
Service sympathique et délicat.
Nous avons passé une excellente soirée."
Tracé,5.0,5,5,5,4,Best Restaurant in Paris. Should get a Michelin star very soon !
Tracé,5.0,5,5,5,5,"Absolutely one of the most amazing meals we’ve had start to finish. We make it a habit to dine at 2-3 Michelin star restaurants and Tracé blew us away! Kudos to the entire staff and kitchen crew, a wonderful gastronomic evening."
Tracé,5.0,5,5,5,5,"A hidden gem that deserves more publicity! Talented young chef, and highly flavorful seasonal cuisinethat's perfectly balanced between classical cuisine and fresh modern influences.  Extremely friendly and efficient service and incredible value for the quality of products being served...highly recommended!"
Tracé,5.0,5,5,5,5,"Top! Superbe endroit, cuisine et service.
À refaire."
Tracé,4.0,4,4,4,4,"Very good experience at Tracé.
The different plates were elaborated, with nice mix of tastes and textures, and a very interesting non-alcool pairing !
We felt that everything that was proposed was not done at random, and that there was a real coherence and passion behind it.
The service was very good as well, quick enough but not too much, with detailed explanations of the different plates."
Tracé,4.0,4,4,2,2,Slow service needed to wait long time during plates and after finishing
Tracé,5.0,5,5,5,5,"Congratulations to the Chef and the team !
I totally recommend Tracé"
Tracé,2.0,2,3,4,3,"We had the Immersion Tasting menu with wine pairing. The chef was very accommodating in arranging for non meat menu choices for one of us. The staff were very welcoming and helpful. However, we were disappointed with the wine pairing selection, it having been described as the “grands  vins”. Whilst the service was good we felt a little rushed from one course to the next. The food wasn’t exceptional which it should have been for that price. We had high expectations which unfortunately weren’t met. For what we had we thought it was very expensive and for that reason have answered “no” to recommending Trace to a friend."
Tracé,4.0,4,4,5,3,Good food tasting menu.  Went for the more expensive wine tasting that was very strange. Overall good value but just buy a bottle of wine.
Tracé,5.0,5,5,5,4,"Très belle expérience, les mets étaient excellents, traditionnels mais incroyablement bien travaillés et sublimés ! 
Vous méritez l’étoile !"
Tracé,5.0,5,5,5,5,"Absolutely amazing experience! The attention to detail, service, cuisine, wine pairing was perfect. The servers were unbelievably prepared and were talented story tellers. Will be back next visit to Paris."
Tracé,5.0,5,5,5,5,"We loved this sumptuous entertaining evening, enjoying a parade of outstanding flavour combinations, original small-lot wine selections and creative non-alcoholic beverages, delightful service and a warm and welcoming atmosphere."
Tracé,5.0,5,5,5,5,"Great service, exotic experience and overall fantastic wines"
Tracé,5.0,5,5,5,5,Outstanding service and meal in Paris. The passion of the team is quite apparent when each plate is served.  Indulged in the wine pairing and absolutely was not disappointed. Highly recommend as a date night in Paris. Worth every euro. Try it!
Tracé,5.0,5,5,5,5,"An amazing culinary experience! Absolutely faultless in terms of food, service and overall experience."
Tracé,5.0,5,5,5,5,Fantastic food served by a great team. This was one of our better culinary experiences. Innovative on the food and a great choice of wine
Tracé,5.0,5,5,5,5,"What a perfect dining experience! The food was fantastic, and exceeded all expectations. It is a tasting menu so you have no idea what you will be served and it seemed like 8 courses from small to mid size inventive food. Would recommend to anyone that is open to a fine dining experience where the chef is in control and the wines are perfectly paired. Will definitely return the next time we are in Paris."
Tracé,5.0,5,5,5,5,"One of the best meals of our lives. Incredible tasting menu. Interesting, delicious dishes. Knowledgeable friendly staff. Intimate and personal venue. Incredible."
Tracé,5.0,5,5,5,5,Beautiful and delicious experience. A must try. Staff were friendly even to us Americans! Chef Clément Vergeat even came over and said hello.  We tried the non alcoholic pairing and it was phenomenal.
Tracé,5.0,5,5,5,5,"Amazing tasting menu, well thought out story telling through culinary experience from beginning to end. Great work by the entire team culinary and FOH led by Chef Clement. Continue to evolve your career and your team."
Tracé,5.0,5,5,5,4,Absolutely stunning food and the drink pairing was perfect. We had a superb experience and such a wonderful evening.
Tracé,5.0,5,5,5,5,"We had a wonderful degustation dinner at Trace. The food was creative, inventive and also delicious. Beautiful to look at and even better to eat. Encouraged to sop up the yummy sauces and juices with bread, we felt unhampered by our surroundings and enjoyed the food as we would in a more casual setting. The staff is wonderfully knowledgeable (and grow some of the ingredients themselves). Definitely recommend."
Tracé,5.0,5,5,5,5,"Une très belle découverte, l accord des mets et vins parfait .. les serveurs vous font saliver de la manière dont ils décrivent les plats..
Le chef vient saluer ses convives, un vrai plus
Ne pas hésiter … vous passerez un moment délicieux"
Tracé,5.0,5,5,5,5,Absolutely divine. Every dish a piece of art and a delicious party for the mouth. Waitstaff beyond attentive.
Tracé,5.0,5,5,5,5,"Really great experience. Innovative and delicious food with surprises in each course. Service top notch, great explanations of courses and wine pairing. One of the best wine pairings we have ever had. Space is also super chic. Definitely recommend."
Tracé,5.0,5,5,5,5,One of the best meals I’ve ever had. Booked on a whim due to good reviews here and was not disappointed. Staff very friendly and informative without being over the top. Just super good food. Highly recommend.
Tracé,5.0,5,5,5,5,"Tracé is a must try. Flavors are both unexpected and rare, subtle and powerful (the food and soft beverage pairing is unique and exceptional), service is perfect, the overall is memorable. Clearly one of the best blind tasting menu I have had in my life."
Tracé,5.0,5,5,5,5,An absolutely amazing diner at Tamara! Chef Clement is an artist. We paired our fixed course dinner with the “emotion” wine pairing. It was a wonderful experience! The service great with our waiters explaining each dish and wine. I’d highly recommend you treat yourself to this under the radar chef!
Tracé,5.0,5,5,5,4,The food is super creative and service is great too
Tracé,5.0,5,5,5,5,This will earn a Michelin star soon. WONDERFUL experience! Can’t wait to come back.
Tracé,5.0,5,5,5,5,Perfect place ! Expérience incredible with the Tamara restaurant.
Tracé,5.0,5,5,5,4,Très belle expérience et découverte de nombreuses saveurs et textures incroyables. Nous avons testé deux accords mets vins ce qui nous a permis de goûter différents cépages remarquables. Le service était parfait. L'ambiance très feutrée et la cuisine ouverte donnait un côté intimiste très appréciable.
Tracé,5.0,5,5,5,5,Experience was incredible.  We went during the slower season but no corners were cut.  The chef was excellent in his food choices and intentions.  The wine pairing was far and away the best I’ve had at any restaurant.
Tracé,5.0,5,5,5,5,"Absolutely outstanding presentation, really nice and friendly people and divine cooking with great pairings and wines. Can't miss !"
Tracé,5.0,5,5,5,4,A wonderful way to finish our trip to Paris. Wonderful food that was expertly paired with lovely wine. The service was impeccable.
Tracé,5.0,5,5,5,5,Our meal was absolutely fantastic. The food was delicious and the waitstaff was knowledgeable and attentive. We had a wonderful time and can’t wait to go back!
Tracé,5.0,5,5,5,5,"They should have a Michelin star ! Very nice place, service and excellent food ;)"
Tracé,5.0,5,5,5,5,Excellent experience! Highly recommended - thank you!
Tracé,5.0,5,5,5,4,"Excellent experience.  Outstanding food & wine pairing.  Service was exceptional.  Very knowledgeable, attentive and friendly."
Tracé,5.0,5,5,5,5,"Délicieux repas, très original, rond et doux
Service sympathique et délicat.
Nous avons passé une excellente soirée."
Tracé,5.0,5,5,5,4,Best Restaurant in Paris. Should get a Michelin star very soon !
Tracé,5.0,5,5,5,5,"Absolutely one of the most amazing meals we’ve had start to finish. We make it a habit to dine at 2-3 Michelin star restaurants and Tracé blew us away! Kudos to the entire staff and kitchen crew, a wonderful gastronomic evening."
Tracé,5.0,5,5,5,5,"A hidden gem that deserves more publicity! Talented young chef, and highly flavorful seasonal cuisinethat's perfectly balanced between classical cuisine and fresh modern influences.  Extremely friendly and efficient service and incredible value for the quality of products being served...highly recommended!"
Tracé,5.0,5,5,5,5,"Top! Superbe endroit, cuisine et service.
À refaire."
Tracé,4.0,4,4,4,4,"Very good experience at Tracé.
The different plates were elaborated, with nice mix of tastes and textures, and a very interesting non-alcool pairing !
We felt that everything that was proposed was not done at random, and that there was a real coherence and passion behind it.
The service was very good as well, quick enough but not too much, with detailed explanations of the different plates."
Tracé,4.0,4,4,2,2,Slow service needed to wait long time during plates and after finishing
Tracé,5.0,5,5,5,5,"Congratulations to the Chef and the team !
I totally recommend Tracé"
Tracé,2.0,2,3,4,3,"We had the Immersion Tasting menu with wine pairing. The chef was very accommodating in arranging for non meat menu choices for one of us. The staff were very welcoming and helpful. However, we were disappointed with the wine pairing selection, it having been described as the “grands  vins”. Whilst the service was good we felt a little rushed from one course to the next. The food wasn’t exceptional which it should have been for that price. We had high expectations which unfortunately weren’t met. For what we had we thought it was very expensive and for that reason have answered “no” to recommending Trace to a friend."
Tracé,4.0,4,4,5,3,Good food tasting menu.  Went for the more expensive wine tasting that was very strange. Overall good value but just buy a bottle of wine.
Tracé,5.0,5,5,5,4,"Très belle expérience, les mets étaient excellents, traditionnels mais incroyablement bien travaillés et sublimés ! 
Vous méritez l’étoile !"
Tracé,5.0,5,5,5,5,"Absolutely amazing experience! The attention to detail, service, cuisine, wine pairing was perfect. The servers were unbelievably prepared and were talented story tellers. Will be back next visit to Paris."
Tracé,5.0,5,5,5,5,"We loved this sumptuous entertaining evening, enjoying a parade of outstanding flavour combinations, original small-lot wine selections and creative non-alcoholic beverages, delightful service and a warm and welcoming atmosphere."
Tracé,5.0,5,5,5,5,"Great service, exotic experience and overall fantastic wines"
Tracé,5.0,5,5,5,5,Outstanding service and meal in Paris. The passion of the team is quite apparent when each plate is served.  Indulged in the wine pairing and absolutely was not disappointed. Highly recommend as a date night in Paris. Worth every euro. Try it!
Tracé,5.0,5,5,5,5,"An amazing culinary experience! Absolutely faultless in terms of food, service and overall experience."
Tracé,5.0,5,5,5,5,Fantastic food served by a great team. This was one of our better culinary experiences. Innovative on the food and a great choice of wine
Tracé,5.0,5,5,5,5,"What a perfect dining experience! The food was fantastic, and exceeded all expectations. It is a tasting menu so you have no idea what you will be served and it seemed like 8 courses from small to mid size inventive food. Would recommend to anyone that is open to a fine dining experience where the chef is in control and the wines are perfectly paired. Will definitely return the next time we are in Paris."
Tracé,5.0,5,5,5,5,"One of the best meals of our lives. Incredible tasting menu. Interesting, delicious dishes. Knowledgeable friendly staff. Intimate and personal venue. Incredible."
Tracé,5.0,5,5,5,5,Beautiful and delicious experience. A must try. Staff were friendly even to us Americans! Chef Clément Vergeat even came over and said hello.  We tried the non alcoholic pairing and it was phenomenal.
Tracé,5.0,5,5,5,5,"Amazing tasting menu, well thought out story telling through culinary experience from beginning to end. Great work by the entire team culinary and FOH led by Chef Clement. Continue to evolve your career and your team."
Tracé,5.0,5,5,5,4,Absolutely stunning food and the drink pairing was perfect. We had a superb experience and such a wonderful evening.
Tracé,5.0,5,5,5,5,"We had a wonderful degustation dinner at Trace. The food was creative, inventive and also delicious. Beautiful to look at and even better to eat. Encouraged to sop up the yummy sauces and juices with bread, we felt unhampered by our surroundings and enjoyed the food as we would in a more casual setting. The staff is wonderfully knowledgeable (and grow some of the ingredients themselves). Definitely recommend."
Tracé,5.0,5,5,5,5,"Une très belle découverte, l accord des mets et vins parfait .. les serveurs vous font saliver de la manière dont ils décrivent les plats..
Le chef vient saluer ses convives, un vrai plus
Ne pas hésiter … vous passerez un moment délicieux"
Tracé,5.0,5,5,5,5,Absolutely divine. Every dish a piece of art and a delicious party for the mouth. Waitstaff beyond attentive.
Tracé,5.0,5,5,5,5,"Really great experience. Innovative and delicious food with surprises in each course. Service top notch, great explanations of courses and wine pairing. One of the best wine pairings we have ever had. Space is also super chic. Definitely recommend."
Tracé,5.0,5,5,5,5,One of the best meals I’ve ever had. Booked on a whim due to good reviews here and was not disappointed. Staff very friendly and informative without being over the top. Just super good food. Highly recommend.
Tracé,5.0,5,5,5,5,"Tracé is a must try. Flavors are both unexpected and rare, subtle and powerful (the food and soft beverage pairing is unique and exceptional), service is perfect, the overall is memorable. Clearly one of the best blind tasting menu I have had in my life."
Tracé,5.0,5,5,5,5,An absolutely amazing diner at Tamara! Chef Clement is an artist. We paired our fixed course dinner with the “emotion” wine pairing. It was a wonderful experience! The service great with our waiters explaining each dish and wine. I’d highly recommend you treat yourself to this under the radar chef!
Tracé,5.0,5,5,5,4,The food is super creative and service is great too
Tracé,5.0,5,5,5,5,This will earn a Michelin star soon. WONDERFUL experience! Can’t wait to come back.
Tracé,5.0,5,5,5,5,Perfect place ! Expérience incredible with the Tamara restaurant.
Tracé,1.0,1,2,4,1,"Over priced, pretentious and mediocre food. Unacceptable that a place that charges +€200 per person doesn’t have air conditioner in a place with an open kitchen that elevates the temperature in an already hot summer weather.

Never again"
Tracé,5.0,5,5,5,5,"Amazing expérience, great service and wonderful food. Highly recommend before it surely gets its well-deserved first Michelin star"
Tracé,5.0,5,5,5,3,"Plats parfaitement exécutés. 
Pourrait-être un plus copieux 
Un ++ pour les softs originaux accompagnant le repas. 
Service parfait. Passion et parfaite connaissance des produits par les serveurs. 
Adresse à découvrir pour son travail de recherche, fraicheur et originalité des plats recherchés par les goourmets."
Tracé,5.0,5,5,5,5,We were warmly welcomed & they offered to accommodate any allergy problems.  The food was innovative and delicious.  Wait staff was incredible and one waiter sent us home with flower seeds from his own garden.  A marvelous and memorable experience all the way around!!
Tracé,5.0,5,5,5,4,"Visitors to Paris and celebrating a birthday, Tamara’s prix-fixe menu and accompanying wine flight made for quite the experience.  The dishes were carefully thought out and prepared, focused this evening on seafood and game fowl.  We added an optional cheese course which was exceptional as were the wines from the Loire Valley.   The service was attentive without being intrusive.  Tres bien!"
Tracé,5.0,5,5,5,5,"It’s been a wonderful journey to discover new flavours, textures and aromas. A must do."
Tracé,5.0,5,5,5,4,Beautiful and well curated menu. Knowledgable and friendly staff.
Tracé,5.0,5,5,5,5,Service and food were outstanding! Best dinner we had while in Paris! Small plates were delicious and unique. Pricey but worth the different experience.
Tracé,5.0,5,5,5,5,Loved the food and service. A great experience and highly recommend
Tracé,5.0,5,5,5,5,Everything about this meal was amazing. The attention to detail. The textures. The creativity. The wine pairings. The excellent staff of 5 was attentive and passionate about the food and restaurant. We would definitely go again.
Tracé,5.0,5,5,5,5,Excellent food and impressed with the service. The tasting menu was definitely worth it
Tracé,5.0,5,5,5,5,We had the full menu with wine pairing. It was fantastic - all dishes perfectly balanced and great fits with the wine. Service was super friendly!
Tracé,5.0,5,5,5,5,"Amazing dining experience! Great food, great wine, and a wonderful staff. Will bet first reservation the next time I am in Paris."
Tracé,5.0,5,5,5,3,"Tamara was a treat. We dined there after a few nights of Michelin-star restaurants (which won't be named) but we enjoyed this night the most. Fantastic service and wonderful food. We particularly liked the ""2-dishes in succession"" theme made with the same ingredient (eg. Monkfish) and the portions were perfect. They were very communicative beforehand and accommodating during dinner with our dietary intolerances (one gluten, one lactose). The wine pairing was very good, not spectacular, but very reasonably priced (€65). The ambience is nice but not great with quite small tables which are not easy to be comfortable sitting at. All that said, I would recommend Tamara wholeheartedly."
Tracé,5.0,5,5,5,4,We enjoyed the tasting menu - it was fantastic and I highly recommend to take the wine paring as well.
Tracé,5.0,5,5,5,5,"Wonderful service and cuisine, perhaps the best and most interesting I've ever had."
Tracé,5.0,5,5,5,5,"This is a fantastic restaurant. It’s not just a great place to eat, it’s a dining experience with wonderful food & wine. Felix & his team were also very knowledgeable & attentive."
Tracé,5.0,5,5,5,5,"Amazing food, amazing wine, amazing staff who are actually passionate about their food and wine. We had such a great night!"
Tracé,5.0,5,5,5,5,"Très belle soirée a Tamara, nous avons pris le menu avec accord vins et sans alcool et n'avons pas été déçus. 
Tout était délicieux et le service excellent!"
Tracé,5.0,5,5,5,5,"The restaurant had a warm and welcoming ambiance. The staff was knowledgeable and attentive.
The food created was all works of art and flavorful.
A complete awesome experience. Highly recommend"
