Restaurant_Name,Ranking,Price_Range,Cuisine_Type,Menu Items
iasg restaurant at the Blythswood,4.5,De 26 £ à 40 £,Écossaise,[]
Gaucho Glasgow,4.4,41 £ et plus,Steak,[]
Boteco Do Brasil- Glasgow,4.2,25 £ ou moins,Brésilienne,"['cod', 'skewer', 'vegetais', 'chilly', 'grated', 'onions', 'pastry', 'black', 'style', 'mariscos', 'sweet', 'soup', 'onion', 'melted', 'lime', 'wrstel', 'peppers', 'alho', 'ketchup', 'finale', 'tomatoes', 'shavings', 'bananas', 'na', 'lettuce', 'garnish', 'two', 'olives', 'leaves', 'chocolate', 'prawns', 'french', 'familia', 'de', 'rosemary', 'azeitonas', 'cakes', 'leite', 'home', 'fried', 'goiabada', 'crispy', 'special', 'chili', 'amazon', 'tigela', 'egg', 'cake', 'salt', 'lula', 'pure', 'honey', 'bacon', 'burgers', 'banana', 'macaxeiramanjiocaida', 'xin', 'milk', 'fish', 'nuts', 'g', 'cornfed', 'stew', 'cassava', 'of', 'top', 'in', 'calabresa', 'pomegranate', 'po', 'moqueca', 'squid', 'from', 'meat', 'sizzling', 'made', 'and', 'bahia', 'berries', 'caprese', 'grilled', 'basil', 'gb', 'pimenta', 'dore', 'couve', 'prato', 'heart', 'on', 'spicy', 'seafood', 'fries', 'refried', 'veggie', 'chillies', 'slices', 'chips', 'xtudo', 'greens', 'toasted', 'all', 'patties', 'brown', 'tomato', 'chefs', 'famous', 'e', 'sausages', 'coconut', 'pork', 'coriander', 'vinagrete', 'cheese', 'bread', 'marinated', 'flour', 'mixed', 'pudim', 'torda', 'salada', 'truffles', 'cut', 'pickled', 'passarinho', 'potato', 'dough', 'gluten', 'slow', 'mini', 'burger', 'monster', 'chicken', 'pickles', 'mayo', 'coxinha', 'galinha', 'halloumi', 'day', 'salsa', 'acebolada', 'steamed', 'with', 'mussels', 'do', 'apimentada', 'salad', 'chef', 'cherry', 'fresh', 'guava', 'feijoada', 'epic', 'pan', 'basmati', 'potatoes', 'cashew', 'frango', 'peanut', 'roast', 'frita', 'peppered', 'the', 'orange', 'served', 'sauted', 'panfried', 'cheesecake', 'bauru', 'mozzarella', 'da', 'ginger', 'cap', 'farofa', 'plantain', 'creamy', 'oil', 'bolinhos', 'baked', 'light', 'breast', 'brazilian', 'bobo', 'or', 'pieces', 'grand', 'crumbs', 'free', 'thin', 'brazil', 'fillet', 'rice', 'batata', 'beef', 'brigadeiro', 'red', 'balls', 'cooked', 'palm', 'hearts', 'filled', 'garlic', 'terra', 'baiano', 'vegetable', 'queijo', 'bacalhau', 'espetinho', 'risoli', 'biquinho', 'granola', 'aai', 'mustard', 'rump', 'palmito', 'camaro', 'a', 'picanha', 'beans', 'classic', 'flan', 'file', 'chapa']"
Church on the Hill,4.4,25 £ ou moins,Britannique,[]
Bar 91,4.3,25 £ ou moins,Pub Gastronomique,"['haddock', 'black', 'meatball', 'hummus', 'soup', 'focaccia', 'onion', 'peppers', 'tomatoes', 'creme', 'brownie', 'lettuce', 'italian', 'olives', 'prawns', 'harissa', 'nachos', 'crispy', 'beer', 'bean', 'cream', 'loaded', 'pizza', 'bacon', 'supreme', 'curly', 'fish', 'daily', 'fruit', 'of', 'please', 'parma', 'mexican', 'tartare', 'bar', 'ano', 'selection', 'jalapenos', 'and', 'charcuterie', 'peas', 'calzone', 'gb', 'buffalo', 'sauce', 'fries', 'haggis', 'chips', 'crusty', 'tomato', 'margerita', 'alfredo', 'tiramisu', 'cheese', 'bread', 'marinated', 'add', 'linguine', 'blue', 'pickled', 'toppings', 'burger', 'dried', 'chicken', 'mushy', 'mayo', 'halloumi', 'day', 'salsa', 'marinara', 'with', 'ware', 'salad', 'fresh', 'for', 'soft', 'espresso', 'sandwich', 'bowl', 'sausage', 'brulee', 'four', 'roast', 'the', 'server', 'served', 'shell', 'mozzarella', 'vegan', 'ice', 'cajun', 'sorbet', 'pepperoni', 'plate', 'steak', 'bbq', 'battered', 'beef', 'red', 'pietros', 'club', 'mushroom', 'specials', 'tacos', 'ham', 'quesadilla', 'ask', 'gherkin', 'sun', 'your', 'extra']"
Hard Rock Cafe - Glasgow,4.3,25 £ ou moins,Américaine,"['basted', 'still', 'applewood', 'tennessee', 'whiskey', 'grated', 'style', 'back', 'artisan', 'edamame', 'glaze', 'peppers', 'buns', 'azzurro', 'mashed', 'creme', 'brownie', 'caffe', 'rhythm', 'garnish', 'rim', 'plantbased', 'then', 'cobbler', 'diablo', 'american', 'fried', 'gin', 'crispy', 'beer', 'antica', 'either', 'whites', 'milkshakes', 'cuatro', 'lemonlime', 'cazadores', 'favorite', 'daniels', 'bombay', 'glass', 'please', 'in', 'mexican', 'sapphire', 'green', 'julienned', 'from', 'invented', 'sliced', 'absolut', 'grilled', 'basil', 'mediumwell', 'floater', 'on', 'spicy', 'rita', 'crisps', 'vinaigrette', 'tupelo', 'duo', 'mug', 'gallo', 'irish', 'ordered', 'tangy', 'mixed', 'finished', 'beefeater', 'smirnoff', 'soda', 'croutons', 'additional', 'rock', 'diced', 'slowcooked', 'legendary', 'chambord', 'salad', 'wine', 'iced', 'guava', 'may', 'wings', 'doctor', 'sandwich', 'fashioned', 'corn', 'pulled', 'server', 'orange', 'peroni', 'curacao', 'nectar', 'cointreau', 'just', 'breast', 'texmexstyle', 'mango', 'fajitas', 'twisted', 'spiked', 'blackberry', 'glazed', 'parmesan', 'caramel', 'shrimptm', 'house', 'caribbean', 'fajitaspiced', 'whipped', 'night', 'bahama', 'stacked', 'muddled', 'ask', 'heaven', 'coke', 'morgan', 'strip', 'cheeseburger', 'g', 'rum', 'this', 'originally', 'garnished', 'martini', 'tiki', 'miniburgers', 'monterey', 'chocolate', 'olives', 'smoky', 'frothy', 'lemonade', 'vineripened', 'quinoa', 'fevertree', 'beyond', 'malibu', 'egg', 'long', 'homemade', 'coffee', 'honey', 'original', 'island', 'sauteed', 'fruit', 'madagascar', 'olive', 'sour', 'bottles', 'grapefruit', 'layered', 'thick', 'roma', 'upgrade', 'leaf', 'bitters', 'spiced', 'selection', 'berries', 'vodka', 'little', 'handpulled', 'mint', 'slices', 'sprinkles', 'fanta', 'brown', 'tell', 'cooler', 'coconut', 'cold', 'splash', 'cheese', 'strawberry', 'grenadine', 'blend', 'blue', 'pickled', 'surf', 'superior', 'dry', 'ranch', 'swiss', 'one', 'purple', 'refreshing', 'cocacola', 'pickles', 'strawberries', 'nystyle', 'fresh', 'juniper', 'for', 'amongst', 'tonic', 'vegetables', 'served', 'kiss', 'mix', 'ultimate', 'vermouth', 'mac', 'butter', 'syrup', 'jerry', 'oz', 'our', 'creamy', 'ice', 'three', 'dressing', 'mai', 'wedge', 'alcohol', 'tribute', 'steak', 'bun', 'smith', 'zero', 'pitted', 'decker', 'until', 'energy', 'southwestern', 'perfection', 'paloma', 'bulleit', 'tea', 'signature', 'cosmopolitan', 'sugarfree', 'version', 'agave', 'allamerican', 'rich', 'chargrilled', 'juices', 'your', 'granny', 'cheddar', 'velvety', 'spice', 'choice', 'tossed', 'extra', 'captain', 'grappa', 'flavors', 'ribs', 'sugar', 'sailor', 'apple', 'black', 'bagkok', 'caesar', 'whisky', 'raspberry', 'lime', 'cost', 'more', 'crumbles', 'mama', 'beverages', 'cucumber', 'slowroasted', 'tortilla', 'blackberries', 'home', 'half', 'haze', 'will', 'noodles', 'jose', 'burgers', 'banana', 'mule', 'draught', 'mangos', 'housemade', 'it', 'guacamole', 'of', 'mojito', 'edition', 'hint', 'bruschetta', 'handmade', 'golden', 'spin', 'tango', 'boneless', 'new', 'local', 'made', 'jalapenos', 'barbecue', 'sliders', 'dinerstyle', 'norwegian', 'veggie', 'monin', 'riserva', 'chips', 'toasted', 'all', 'greens', 'pasta', 'originating', 'purposes', 'be', 'pork', 'tenders', 'cavatappi', 'marinated', 'add', 'anejo', 'ring', 'buttermilkmarinated', 'tortillas', 'pineapple', 'are', 'selections', 'vanilla', 'savoury', 'sprite', 'nyc', 'jazz', 'substitute', 'burger', 'cowboy', 'romaine', 'orleans', 'blended', 'bed', 'sangria', 'jumbo', 'bacardi', 'noodle', 'york', 'true', 'potatoes', 'to', 'tropical', 'bangkok', 'slaw', 'smashed', 'ketel', 'yellow', 'coleslaw', 'mangoberry', 'water', 'favourite', 'collectible', 'ramen', 'baked', 'float', 'double', 'salmon', 'or', 'free', 'elderflower', 'bbq', 'mayonnaise', 'includes', 'cocktail', 'red', 'over', 'drink', 'pint', 'shaken', 'bull', 'club', 'mushroom', 'california', 'celery', 'hurricane', 'fudge', 'brioche', 'combination', 'tai', 'seared', 'apples', 'classic', 'beans', 'flavours', 'hot', 'onions', 'kuyper', 'brewed', 'blues', 'amaretto', 'moving', 'onion', 'melted', 'is', 'smokehouse', 'tomatoes', 'lettuce', 'two', 'passion', 'de', 'nachos', 'pico', 'smoked', 'patty', 'an', 'cream', 'bean', 'loaded', 'mountains', 'squeeze', 'electric', 'bacon', 'started', 'vintage', 'cedar', 'premium', 'turf', 'houseinfused', 'rose', 'topped', 'hendricks', 'comfort', 'herb', 'big', 'ranchstyle', 'crisp', 'and', 'gt', 'mushrooms', 'cabbage', 'buffalo', 'jack', 'liqueur', 'bourbon', 'treasured', 'sauce', 'enjoy', 'fries', 'sweet', 'traditional', 'thighs', 'tomato', 'famous', 'nastro', 'dirty', 'match', 'hug', 'bread', 'down', 'side', 'brined', 'sparkling', 'seasoned', 'shrimp', 'roasted', 'baileys', 'plank', 'specialties', 'jameson', 'chicken', 'southern', 'simple', 'tower', 'with', 'shoestring', 'country', 'cherry', 'stack', 'that', 'kahlua', 'espresso', 'rockin', 'sailors', 'bowl', 'you', 'titos', 'available', 'choose', 's', 'baby', 'the', 'cranberry', 'diet', 'cheesecake', 'margarita', 'cuervo', 'sesamesoy', 'ginger', 'corretto', 'scallions', 'vinegar', 'ribeye', 'warm', 'oldfashioned', 'fourcheese', 'combo', 'old', 'forktender', 'juice', 'n', 'beverage', 'shaved', 'romano', 'silver', 'balsamic', 'carrots', 'mustard', 'tequila', 'chilled', 'perfect', 'what', 'gran', 'medicinal', 'a', 'sambuca', 'dark', 'manhattan']"
Tony Macaroni - Glasgow Fort,4.3,25 £ ou moins,Italienne,[]
Tony Macaroni - Dundee,4.3,25 £ ou moins,Italienne,[]
Banca di Roma - Glasgow,4.1,De 26 £ à 40 £,Italienne,[]
Tony Macaroni - East Kilbride,3.6,25 £ ou moins,Italienne,[]
Number 16 Restaurant,4.8,25 £ ou moins,Européenne Moderne,"['bass', 'cod', 'duck', 'curd', 'bronze', 'black', 'butternut', 'gratin', 'soup', 'onion', 'lime', 'cavolo', 'seed', 'ketchup', 'puree', 'olives', 'cauliflower', 'de', 'heritage', 'nduja', 'braised', 'cured', 'fried', 'smoked', 'shortbread', 'crispy', 'finger', 'squash', 'bean', 'fennel', 'north', 'lemon', 'emulsion', 'tongue', 'nuts', 'barley', 'pesto', 'herbs', 'of', 'green', 'parsley', 'kale', 'pearl', 'nero', 'provence', 'spiced', 'and', 'scotch', 'cheek', 'cabbage', 'gb', 'sauce', 'curry', 'pumpkin', 'sweet', 'pine', 'candied', 'brown', 'yuzu', 'parsnip', 'grelot', 'coconut', 'cheese', 'ravioli', 'goats', 'almond', 'blue', 'pickled', 'ox', 'roasted', 'potato', 'tenderstem', 'sesame', 'oyster', 'fat', 'broccoli', 'chicken', 'beetroot', 'walnut', 'with', 'sea', 'carrot', 'pan', 'watercress', 'potatoes', 'yoghurt', 'chilli', 'peanut', 'roast', 'sage', 'compressed', 'miso', 'butter', 'scottish', 'breast', 'hake', 'crumb', 'gressingham', 'fillet', 'chipotle', 'pitted', 'rice', 'deep', 'beef', 'scallops', 'red', 'parmesan', 'hash', 'garlic', 'mushroom', 'carrots', 'mustard', 'rump', 'chantenay', 'cassoulet', 'seared', 'borlotti', 'fermented', 'tarragon', 'puffed']"
The Tally Ho,,25 £ ou moins,Britannique,[]
Amorist Bistro Bar,4.3,25 £ ou moins,Continentale,"['wilted', 'black', 'back', 'hollandaise', 'create', 'breakfast', 'leek', 'onion', 'lime', 'chorizo', 'own', 'leaves', 'french', 'pudding', 'fried', 'smoked', 'egg', 'honey', 'nutella', 'bacon', 'banana', 'of', 'full', 'eggs', 'roll', 'jam', 'topped', 'waffles', 'toast', 'from', 'fillings', 'and', 'grilled', 'gb', 'sauce', 'on', 'scrambled', 'veggie', 'haggis', 'slices', 'tomato', 'brown', 'spinach', 'sausages', 'pork', 'cheese', 'maple', 'benedict', 'mixed', 'buttered', 'potato', 'scone', 'with', 'topping', 'salad', 'poached', 'avocado', 'pancakes', 'amorist', 'chilli', 'sausage', 'choose', 'smashed', 'served', 'omelettes', 'vegan', 'syrup', 'omelette', 'our', 'muffin', 'lightly', 'salmon', 'warm', 'or', 'royale', 'until', 'red', 'hash', 'mushroom', 'ham', 'english', 'florentine', 'your', 'a', 'beans', 'choice']"
Ardnamurchan,4.6,25 £ ou moins,Écossaise,"['ghiraldi', 'cod', 'skink', 'tobermory', 'gooseberry', 'finish', 'style', 'crescendo', 'nectarine', 'packed', 'world', 'substantial', 'zesty', 'flavoured', 'pudding', 'co', 'gin', 'colour', 'crispy', 'backed', 'hillville', 'peppercorn', 'express', 'dauphinoise', 'nunzio', 'zest', 'barley', 'biscuity', 'stew', 'offers', 'has', 'well', 'shetland', 'in', 'full', 'blossom', 'vva', 'green', 'freshly', 'toast', 'themselves', 'cullen', 'from', 'pride', 'peat', 'explosion', 'caramelised', 'hand', 'market', 'pinot', 'grilled', 'lugana', 'option', 'gb', 'on', 'pepper', 'volcanes', 'defined', 'crisps', 'come', 'bakehouse', 'garnacha', 'expressive', 'reserva', 'mixed', 'character', 'cut', 'heather', 'pave', 'smokey', 'noir', 'roe', 'beetroot', 'bursts', 'grigio', 'seductive', 'raddish', 'walnut', 'mussels', 'into', 'do', 'belleruche', 'salad', 'dentelles', 'wine', 'guava', 'canvas', 'honeyed', 'risotto', 'suduiraut', 'samphire', 'wonderful', 'delicate', 'roast', 'floral', 'crushed', 'powerful', 'orange', 'by', 'pulpo', 'vvggf', 'intricate', 'up', 'which', 'hangloose', 'nose', 'dunlop', 'drizzle', 'lussac', 'breast', 'tension', 'nico', 'reflecting', 'pecorino', 'mango', 'crumb', 'scallop', 'fillet', 'st', 'bodied', 'sumptuous', 'blackberry', 'africa', 'hebridean', 'zealand', 'bioligica', 'characteristic', 'y', 'barnaise', 'youthful', 'freely', 'machine', 'g', 'integrated', 'tied', 'ripe', 'pangratatto', 'atlantic', 'lobster', 'destoublon', 'haddock', 'this', 'paul', 'found', 'soup', 'shallot', 'blanc', 'aromas', 'ketchup', 'chocolate', 'olives', 'smoky', 'plum', 'freshness', 'harissa', 'barossa', 'roots', 'plums', 'long', 'langoustines', 'chteauneuf', 'fennel', 'honey', 'grown', 'lemon', 'develops', 'provides', 'island', 'sauvignon', 'fine', 'fruit', 'sauternes', 'trout', 'subtler', 'parsley', 'expression', 'superb', 'pearl', 'distinctive', 'earthy', 'isle', 'leaf', 'champagne', 'crostini', 'carmenere', 'gf', 'spiced', 'shiraz', 'honeysuckle', 'berries', 'vino', 'branco', 'canto', 'structured', 'haggis', 'crusty', 'usa', 'rocket', 'delicious', 'skinny', 'e', 'jammy', 'sirloin', 'cheese', 'traditions', 'strawberry', 'tatties', 'prosecco', 'buttered', 'oak', 'blue', 'pickled', 'viertalo', 'dry', 'potato', 'tenderstem', 'refreshing', 'slow', 'peony', 'vinho', 'dried', 'vgf', 'vibrant', 'ctes', 'copper', 'day', 'girolles', 'strawberries', 'summer', 'fresh', 'very', 'picked', 'skye', 'auchentoshan', 'wholegrain', 'citrusy', 'showing', 'for', 'excellent', 'chenin', 'potugal', 'chilli', 'stemilion', 'nuances', 'served', 'mix', 'ardnamurchans', 'leeks', 'tempranillo', 'californian', 'butter', 'complex', 'bute', 'oz', 'dehesa', 'creamy', 'dryhung', 'light', 'hints', 'also', 'broth', 'chardonnay', 'almonds', 'steak', 'range', 'backbone', 'scallops', 'past', 'texture', 'carries', 'acidity', 'richness', 'mchapoutier', 'generous', 'intensly', 'shank', 'rich', 'rhne', 'violettes', 'bubbles', 'velvety', 'brut', 'spice', 'vvg', 'layers', 'violets', 'choice', 'fruits', 'sandalwood', 'beaujolais', 'dived', 'black', 'apple', 'butternut', 'biltong', 'reserve', 'label', 'whisky', 'raspberry', 'larder', 'lime', 'due', 'own', 'sourdough', 'albario', 'initial', 'liquorice', 'fynbos', 'length', 'cucumber', 'blackberries', 'confit', 'notes', 'present', 'ocean', 'des', 'droulet', 'mingle', 'dash', 'it', 'of', 'malbecviognier', 'bursting', 'cloying', 'herbaceous', 'hint', 'wholemeal', 'squid', 'peleretti', 'ardnamurchan', 'foraged', 'malbec', 'new', 'fonte', 'made', 'scotch', 'palate', 'bavaria', 'truffle', 'ghost', 'chips', 'feta', 'all', 'toasted', 'dill', 'v', 'balance', 'blackcurrants', 'marinated', 'wild', 'castelnau', 'are', 'goats', 'almond', 'vanilla', 'italy', 'fruity', 'minerality', 'ending', 'silky', 'minerals', 'lots', 'formidable', 'breeze', 'barrels', 'peach', 'flavour', 'sea', 'round', 'pan', 'gazania', 'follow', 'mash', 'potatoes', 'bay', 'to', 'balanced', 'elegant', 'between', 'tropical', 'du', 'yellow', 'bebe', 'cherries', 'cabernet', 'speyside', 'vegan', 'intense', 'apricot', 'lively', 'caithness', 'salmon', 'argentina', 'chestnut', 'estate', 'or', 'horseradish', 'free', 'mayonnaise', 'possesses', 'red', 'together', 'garlic', 'mushroom', 'domaine', 'celery', 'duc', 'smooth', 'australia', 'racy', 'fudge', 'tart', 'chive', 'seared', 'berry', 'classic', 'abundantly', 'flavours', 'kingdom', 'taste', 'roseblood', 'expect', 'stops', 'aging', 'touch', 'zinfandel', 'leek', 'onion', 'is', 'white', 'ormarine', 'chablis', 'le', 'puree', 'leaves', 'de', 'rosemary', 'clicquot', 'sancerre', 'haggisvegan', 'braised', 'veuve', 'smoked', 'squash', 'soy', 'an', 'cream', 'castaway', 'marcello', 'heightened', 'enticing', 'its', 'bacon', 'fish', 'pale', 'landed', 'flowers', 'herbs', 'cedar', 'lingering', 'clean', 'wines', 'flint', 'loch', 'pape', 'bonneville', 'merlot', 'kale', 'neeps', 'thermidor', 'lomond', 'crisp', 'yet', 'and', 'rope', 'mushrooms', 'bisque', 'vegetarian', 'cabbage', 'vg', 'eye', 'sauce', 'picpoul', 'fries', 'seafood', 'desir', 'sweet', 'chillies', 'burnt', 'coating', 'villages', 'around', 'tomato', 'good', 'bois', 'bread', 'meats', 'lamb', 'fragrant', 'sabot', 'bel', 'cardamom', 'traces', 'roasted', 'aromatic', 'hazelnut', 'mineral', 'bodega', 'citrus', 'nutty', 'fritters', 'broccoli', 'chicken', 'rib', 'steamed', 'with', 'chile', 'cherry', 'mothers', 'road', 'carrot', 'port', 'that', 'jus', 'liptingling', 'soft', 'france', 'silkysmooth', 'bright', 'available', 'armand', 'cranberry', 'rioja', 'the', 'dairy', 'barra', 'south', 'venison', 'leafy', 'fernlands', 'spain', 'scottish', 'nv', 'tobacco', 'tannins', 'spices', 'snappy', 'subtle', 'sweetness', 'structure', 'pear', 'ros', 'esprit', 'coulis', 'cooked', 'complemented', 'scotlands', 'balsamic', 'emerge', 'bramble', 'mustard', 'perfect', 'franc', 'start', 'gran', 'blackcurrant', 'ben', 'a', 'dark', 'juicy']"
Glasgow - Bucks Bar West Regent St,4.8,25 £ ou moins,Américaine,"['applewood', 'tennessee', 'grated', 'style', 'japanese', 'glaze', 'brownie', 'staff', 'omega', 'not', 'then', 'flavoured', 'american', 'pudding', 'fried', 'crispy', 'sriracha', 'boy', 'cake', 'recipe', 'glass', 'has', 'in', 'green', 'haloumi', 'freshly', 'from', 'seriously', 'hand', 'gb', 'on', 'spicy', 'assault', 'mature', 'panther', 'buttermilk', 'pick', 'mixed', 'spike', 'satay', 'key', 'smirnoff', 'smothered', 'smokey', 'cholesterol', 'additional', 'fats', 'use', 'mayo', 'mexicheese', 'legendary', 'we', 'salad', 'wings', 'suki', 'peanut', 'plant', 'by', 'which', 'nose', 'buff', 'trans', 'booze', 'chip', 'solero', 'oil', 'breast', 'cock', 'mango', 'canadian', 'caramel', 'house', 'iceberg', 'whipped', 'dips', 'than', 'ask', 'dead', 'shredded', 'coke', 'rum', 'fingers', 'xx', 'kung', 'any', 'ketchup', 'high', 'choc', 'chocolate', 'danielscoffee', 'cauliflower', 'lemongrass', 'chop', 'shots', 'honey', 'chinese', 'lemon', 'original', 'milk', 'bongo', 'fruit', 'handcut', 'olive', 'sour', 'jam', 'gfo', 'layered', 'upgrade', 'icing', 'gf', 'shakes', 'cauli', 'spiced', 'ninja', 'vodka', 'bites', 'mon', 'mint', 'dipped', 'bourboncaramel', 'guilt', 'skinny', 'togarashi', 'e', 'coconut', 'nuggets', 'cheese', 'strawberry', 'blend', 'buttered', 'leos', 'blue', 'potato', 'sesame', 'ranch', 'gluten', 'sticky', 'pickles', 'rapeseed', 'topping', 'saturated', 'fresh', 'for', 'fillets', 'bakery', 'chilli', 'tonkatsu', 'biscuitsvanilla', 'served', 'buds', 'korean', 'mac', 'cantonese', 'butter', 'syrup', 'browns', 'our', 'creamy', 'ice', 'nonnas', 'vitamin', 'damn', 'light', 'dressing', 'also', 'bun', 'zero', 'base', 'kewpie', 'filling', 'reduce', 'grade', 'bulleit', 'based', 'chick', 'version', 'firewings', 'shortened', 'mlk', 'your', 'baileysnutellachocolatehazelnut', 'cheddar', 'spice', 'layers', 'choice', 'extra', 'morgans', 'aero', 'lime', 'gojuchang', 'seed', 'more', 'crust', 'strictly', 'whole', 'smoke', 'adults', 'salt', 'low', 'pure', 'nutella', 'fussy', 'warning', 'nuts', 'banana', 'draught', 'p', 'above', 'flamin', 'of', 'luxury', 'local', 'made', 'scotch', 'coco', 'chips', 'all', 'chinatown', 'coriander', 'jackfruit', 'biscoff', 'saltnchilli', 'maple', 'marinated', 'velvet', 'add', 'vanilla', 'fat', 'burger', 'pm', 'kim', 'running', 'mans', 'mums', 'to', 'popcorn', 'cococaribacrme', 'slaw', 'coleslaw', 'pakora', 'buck', 'vegan', 'plain', 'float', 'double', 'or', 'pieces', 'fri', 'free', 'bbq', 'includes', 'hours', 'red', 'drink', 'coated', 'garlic', 'tempura', 'celery', 'fiery', 'smooth', 'takeaway', 'menu', 'bru', 'brioche', 'ingredient', 'classic', 'tex', 'flavours', 'taste', 'hot', 'times', 'onions', 'pastry', 'jalapeos', 'is', 'onion', 'white', 'pink', 'street', 'lettuce', 'passion', 'sponge', 'de', 'only', 'contains', 'mex', 'special', 'patty', 'soy', 'an', 'cream', 'waffle', 'seasoning', 'moist', 'else', 'milkstrawberry', 'buckora', 'jong', 'waffles', 'herb', 'big', 'crisp', 'furious', 'and', 'vegetarian', 'addictive', 'buffalo', 'jack', 'twice', 'liqueur', 'bourbon', 'sauce', 'curry', 'fries', 'bonnet', 'sweet', 'choices', 'chillies', 'train', 'coating', 'heat', 'syrupbiscoff', 'pressed', 'bucker', 'dip', 'nashville', 'cheeezusss', 'bread', 'cookie', 'mop', 'freaks', 'dough', 'as', 'chicken', 'pow', 'southern', 'thai', 'mess', 'member', 'with', 'country', 'meringue', 'indian', 'soft', 'speciality', 'deal', 'get', 'bowl', 'seitan', 'smirnoffpanther', 'available', 'fire', 'choose', 'the', 'dairy', 'macncheesed', 'enough', 'cheesecake', 'pao', 'pie', 'mothership', 'inspired', 'king', 'irn', 'gravy', 'crafted', 'but', 'juice', 'n', 'hash', 'monounsaturated', 'flaming', 'authentic', 'mustard', 'bananefresh', 'macncheese', 'scoop', 'a', 'bucks', 'skin', 'spring', 'nutjob']"
Dakhin - Glasgow,4.6,25 £ ou moins,Indienne,"['mixture', 'yogurt', 'onions', 'black', 'this', 'touch', 'groups', 'found', 'is', 'rolledup', 'tomatoes', 'bowls', 'leaves', 'monday', 'flavoured', 'prepared', 'contains', 'rural', 'shreds', 'fried', 'crispy', 'pudding', 'an', 'friday', 'homemade', 'sweetened', 'indigenous', 'preparation', 'milk', 'variety', 'recipe', 'popular', 'sauteed', 'of', 'chilla', 'in', 'green', 'thcentury', 'india', 'karveipullei', 'lentils', 'pradesh', 'sada', 'from', 'hamlets', 'arranged', 'fillings', 'bonda', 'made', 'palkatti', 'spiced', 'and', 'selection', 'outside', 'annam', 'traditionally', 'vegetarian', 'gb', 'bring', 'classical', 'assortment', 'on', 'paal', 'curry', 'pepper', 'out', 'chillies', 'traditional', 'all', 'cubes', 'streetside', 'mnasollsa', 'crpes', 'spinach', 'payasam', 'wellspiced', 'taste', 'kingdom', 'delicious', 'coconut', 'cheese', 'bread', 'dishes', 'seeds', 'blend', 'flour', 'lamb', 'fragrant', 'are', 'dumplings', 'meal', 'cardamom', 'batter', 'potato', 'paneer', 'savoury', 'fenugreek', 'serving', 'keerai', 'bhajji', 'fritters', 'chicken', 'timetested', 'pm', 'andhra', 'dessert', 'nadu', 'simple', 'steamed', 'with', 'crpe', 'lunch', 'fresh', 'dosa', 'indian', 'round', 'these', 'different', 'kori', 'for', 'soft', 'basmati', 'venchina', 'inside', 'potatoes', 'combined', 'to', 'thengai', 'chilli', 'snack', 'mysore', 'vegetables', 'mamsam', 'available', 'crushed', 'the', 'nonveg', 'served', 'south', 'gram', 'up', 'ginger', 'poppadoms', 'dish', 'soung', 'three', 'spices', 'warm', 'thin', 'plate', 'old', 'battered', 'thali', 'mangalorean', 'rice', 'preparations', 'batata', 'koli', 'cooked', 'chutney', 'filling', 'filled', 'richness', 'cottage', 'dips', 'based', 'manuscript', 'pp', 'ubiquitous', 'mustard', 'crunchy', 'usually', 'small', 'mild', 'sambhar', 'masala', 'shredded', 'charming', 'a', 'classic', 'tamil', 'wellbalanced']"
Tony Macaroni - Braehead,3.9,25 £ ou moins,Italienne,[]
