Restaurant_Name,Ranking,Price_Range,Cuisine_Type,Menu Items
Mia - Morningside,4.4,25 £ ou moins,Italienne,"['glutenfree', 'gamberoni', 'salsiccia', 'bass', 'quattro', 'onions', 'black', 'style', 'scottadito', 'glaze', 'focaccia', 'soup', 'leek', 'coda', 'shavings', 'tomatoes', 'white', 'lettuce', 'italian', 'olives', 'affettati', 'chopped', 'prawns', 'asparagus', 'melanzane', 'bufallo', 'minestrone', 'bolognese', 'funghi', 'gamberi', 'rosemary', 'cucumber', 'deepfried', 'cured', 'fried', 'rigatoni', 'smoked', 'crispy', 'vegetariano', 'cream', 'asparagi', 'spigola', 'antipasto', 'egg', 'peppercorn', 'pancetta', 'homemade', 'pizza', 'tagliata', 'fennel', 'parmigiana', 'lemon', 'rospo', 'herbal', 'fish', 'aubergine', 'pesto', 'alle', 'recipe', 'of', 'insalata', 'oregano', 'in', 'olive', 'parma', 'carnaroli', 'bruschetta', 'zuppa', 'top', 'green', 'topped', 'parsley', 'monkfish', 'squid', 'courgettes', 'arrabbiata', 'thermidor', 'layered', 'halibut', 'diavola', 'gnocchi', 'and', 'mushrooms', 'sliced', 'caprese', 'basil', 'vegetariana', 'gb', 'buffalo', 'grilled', 'truffle', 'sauce', 'vodka', 'on', 'seafood', 'chips', 'traditional', 'toasted', 'dill', 'pasta', 'veal', 'shellfish', 'tomato', 'rocket', 'delicious', 'spinach', 'e', 'sausages', 'cozze', 'rucola', 'bistecca', 'sirloin', 'cheese', 'bread', 'ravioli', 'side', 'yolk', 'mixed', 'meats', 'lamb', 'bream', 'linguine', 'salmone', 'dumplings', 'roasted', 'potato', 'alla', 'artichokes', 'chicken', 'broccoli', 'carne', 'bake', 'capesante', 'day', 'salsa', 'with', 'marinara', 'mussels', 'capers', 'capricciosa', 'sauces', 'bed', 'salad', 'cherry', 'fresh', 'wine', 'each', 'sea', 'con', 'brandy', 'risotto', 'avocado', 'del', 'margherita', 'for', 'mince', 'carbonara', 'potatoes', 'misti', 'pesce', 'chilli', 'stagioni', 'sausage', 'orata', 'vongole', 'vegetables', 'chickpeas', 'available', 'carciofi', 'griglia', 'the', 'served', 'nasello', 'sauted', 'seasonal', 'panfried', 'manzo', 'cheeses', 'mozzarella', 'butter', 'aubergines', 'vitello', 'oil', 'di', 'vinegar', 'breast', 'lasagna', 'formaggi', 'bianca', 'salmon', 'clams', 'king', 'or', 'giorno', 'broth', 'saffron', 'pecorino', 'prosciutto', 'large', 'pepperoni', 'tubes', 'hake', 'fillet', 'penne', 'allaneto', 'porcini', 'mayonnaise', 'steak', 'ferri', 'ovenbaked', 'deep', 'anchovies', 'beef', 'scallops', 'breaded', 'artichoke', 'valdostana', 'rice', 'cooked', 'drizzled', 'parmesan', 'norma', 'garlic', 'bufala', 'milanese', 'vegetable', 'mushroom', 'balsamic', 'ai', 'calamari', 'fritti', 'ceci', 'breads', 'mustard', 'ham', 'ask', 'spaghetti', 'english', 'chargrilled', 'mare', 'chops', 'borlotti', 'crema', 'gorgonzola', 'a', 'marinade', 'todays', 'classic', 'beans', 'fontina', 'pollo', 'tossed', 'filetto']"
White Horse Oyster & Seafood Bar,4.5,De 26 £ à 40 £,Fruits de mer,"['curried', 'caledonian', 'cod', 'dived', 'lobster', 'finish', 'apple', 'dressed', 'onion', 'lime', 'peppers', 'octopus', 'pink', 'sourdough', 'prawns', 'cauliflower', 'whole', 'kaffir', 'heritage', 'daikon', 'fried', 'cured', 'smoked', 'notes', 'egg', 'salt', 'lemon', 'milk', 'flat', 'oysters', 'herbs', 'sauvignon', 'monkfish', 'salts', 'green', 'romesco', 'tartare', 'herb', 'toast', 'big', 'bar', 'grapefruits', 'ceviche', 'scotch', 'hand', 'gb', 'buffalo', 'on', 'peanuts', 'pepper', 'fries', 'sweet', 'toasted', 'tomato', 'brown', 'prawn', 'delicious', 'yuzu', 'iron', 'coconut', 'wasabi', 'tangy', 'satay', 'pickled', 'fruity', 'pearls', 'dry', 'tenderstem', 'sesame', 'mineral', 'one', 'citrus', 'nutty', 'hassleback', 'broccoli', 'lindisfarne', 'mayo', 'beetroot', 'tabasco', 'with', 'mussels', 'caviar', 'octo', 'salad', 'padron', 'sea', 'avocado', 'razor', 'potatoes', 'samphire', 'chilli', 'shallots', 'slaw', 'the', 'chimichurri', 'carlingford', 'seaweed', 'after', 'charred', 'mozzarella', 'butter', 'ginger', 'six', 'oil', 'three', 'crab', 'vinegar', 'dressing', 'salmon', 'clams', 'nasturtium', 'broth', 'sherry', 'hake', 'shucked', 'almonds', 'subtle', 'ponzu', 'beef', 'scallops', 'caramel', 'garlic', 'tempura', 'house', 'straw', 'chive', 'aged', 'a', 'tuna', 'flavours', 'taste', 'hot']"
Chop House Leith,4.5,De 26 £ à 40 £,Grillade,"['ribs', 'lobster', 'onions', 'buttter', 'hollandaise', 'caesar', 'butchered', 'onion', 'is', 'days', 'tomatoes', 'sourdough', 'lettuce', 'two', 'prawns', 'coal', 'chateaubriand', 'sharing', 'heritage', 'nduja', 'chop', 'fried', 'smoked', 'crispy', 'half', 'peppercorn', 'salt', 'fennel', 'lemon', 'jalapeo', 'being', 'oysters', 'sauvignon', 'choice', 'monkfish', 'of', 'kimchi', 'turf', 'comte', 'jam', 'tomahawk', 'coals', 'mushrooms', 'hand', 'buffalo', 'gb', 'sauce', 'fries', 'porterhouse', 'chips', 'burnt', 'kg', 'cuts', 'tomato', 'rocket', 'rings', 'coriander', 'sirloin', 'cheese', 'bread', 'wild', 'add', 'cut', 'satay', 'blue', 'surf', 'pickled', 'dumplings', 'roasted', 'potato', 'sesame', 'dry', 'best', 'citrus', 'burger', 'sticky', 'pickles', 'chicken', 'sourced', 'marrow', 'with', 'mussels', 'sauces', 'very', 'minimum', 'wings', 'for', 'mash', 'potatoes', 'chilli', 'slaw', 'chimichurri', 'the', 'inhouse', 'served', 'bone', 'mac', 'butter', 'mozzarella', 'our', 'oil', 'enoki', 'vinegar', 'ribeye', 'gravy', 'fillet', 'steak', 'bbq', 'beef', 'caper', 'herby', 'cooked', 'over', 'parmesan', 'rub', 'garlic', 'tempura', 'mushroom', 'house', 'locally', 'straw', 'rump', 'british', 'before', 'broccolini', 'shredded', 'barnaise', 'your', 'aged', 'a', 'spring', 'himalayan', 'g', 'hot']"
Pizzeria 1926,4.7,25 £ ou moins,Italienne,[]
Down the Hatch - Antigua Street,4.5,De 26 £ à 40 £,Canadienne,[]
The Neighbourhood – Kitchen | Bar | Garden,4.4,25 £ ou moins,Écossaise,"['mojito', 'sour', 'rum', 'sugar', 'triple', 'apple', 'mai', 'goose', 'xo', 'citron', 'or', 'amaretto', 'appletini', 'whisky', 'raspberry', 'lime', 'midori', 'patron', 'bitters', 'white', 'rosso', 'martini', 'campari', 'juice', 'caipirinha', 'chambord', 'absolut', 'french', 'gb', 'colada', 'negroni', 'bourbon', 'vodka', 'bacardi', 'sweet', 'mint', 'espresso', 'gin', 'grey', 'cosmopolitan', 'grouse', 'noilly', 'sec', 'malibu', 'pina', 'either', 'prat', 'tequila', 'chilled', 'famous', 'lemon', 'cachaa', 'havana', 'cranberry', 'coconut', 'tai', 'your', 'milk', 'margarita', 'classic', 'vermouth', 'daiquiri', 'choice', 'pineapple', 'manhattan', 'cointreau', 'of']"
The Spence at Gleneagles Townhouse,4.5,41 £ et plus,Écossaise,[]
Angels with Bagpipes,4.6,De 26 £ à 40 £,Écossaise,"['brouilly', 'beaujolais', 'family', 'biologico', 'blanc', 'bertrand', 'white', 'chablis', 'goulley', 'de', 'mesta', 'harvest', 'barolo', 'organic', 'fume', 'special', 'murcia', 'la', 'monastrell', 'ravier', 'sauvignon', 'hoc', 'michele', 'tracy', 'malbec', 'champagne', 'new', 'roverto', 'piedmont', 'central', 'gerard', 'hen', 'cipressi', 'reserva', 'solitude', 'collet', 'ad', 'prosecco', 'cotes', 'italy', 'no', 'rhone', 'chiarlo', 'skulls', 'one', 'chicken', 'gavi', 'campuget', 'prapian', 'ondarre', 'time', 'burgundy', 'for', 'france', 'languedoc', 'vineyards', 'du', 'rioja', 'pouilly', 'peninsula', 'tempranillo', 'cuvee', 'piattelli', 'marlborough', 'setubal', 'dasti', 'spain', 'nv', 'argentina', 'superiore', 'estate', 'barbera', 'viognier', 'portugal', 'chardonnay', 'castile', 'pegoes', 'waits', 'selected', 'western', 'loire', 'salto', 'jean', 'domaine', 'tortoniano', 'zealand', 'olivier', 'chateau', 'bollinger', 'australia', 'brut', 'gris', 'ibbotson', 'verdejo', 'veneto']"
Edinburgh - Bucks Bar Grindlay Street,4.8,25 £ ou moins,Américaine,"['applewood', 'tennessee', 'grated', 'style', 'japanese', 'glaze', 'brownie', 'staff', 'omega', 'not', 'then', 'flavoured', 'american', 'pudding', 'fried', 'crispy', 'sriracha', 'boy', 'cake', 'recipe', 'glass', 'has', 'in', 'green', 'haloumi', 'freshly', 'from', 'seriously', 'hand', 'gb', 'on', 'spicy', 'assault', 'mature', 'panther', 'buttermilk', 'pick', 'mixed', 'spike', 'satay', 'key', 'smirnoff', 'smothered', 'smokey', 'cholesterol', 'additional', 'fats', 'use', 'mayo', 'mexicheese', 'legendary', 'we', 'salad', 'wings', 'suki', 'peanut', 'plant', 'by', 'which', 'nose', 'buff', 'trans', 'booze', 'chip', 'solero', 'oil', 'breast', 'cock', 'mango', 'canadian', 'caramel', 'house', 'iceberg', 'whipped', 'dips', 'than', 'ask', 'dead', 'shredded', 'coke', 'rum', 'fingers', 'xx', 'kung', 'any', 'ketchup', 'high', 'choc', 'chocolate', 'danielscoffee', 'cauliflower', 'lemongrass', 'chop', 'shots', 'honey', 'chinese', 'lemon', 'original', 'milk', 'bongo', 'fruit', 'handcut', 'olive', 'sour', 'jam', 'gfo', 'layered', 'upgrade', 'icing', 'gf', 'shakes', 'cauli', 'spiced', 'ninja', 'vodka', 'bites', 'mon', 'mint', 'dipped', 'bourboncaramel', 'guilt', 'skinny', 'togarashi', 'e', 'coconut', 'nuggets', 'cheese', 'strawberry', 'blend', 'buttered', 'leos', 'blue', 'potato', 'sesame', 'ranch', 'gluten', 'sticky', 'pickles', 'rapeseed', 'topping', 'saturated', 'fresh', 'for', 'fillets', 'bakery', 'chilli', 'tonkatsu', 'biscuitsvanilla', 'served', 'buds', 'korean', 'mac', 'cantonese', 'butter', 'syrup', 'browns', 'our', 'creamy', 'ice', 'nonnas', 'vitamin', 'damn', 'light', 'dressing', 'also', 'bun', 'zero', 'base', 'kewpie', 'filling', 'reduce', 'grade', 'bulleit', 'based', 'chick', 'version', 'firewings', 'shortened', 'mlk', 'your', 'baileysnutellachocolatehazelnut', 'cheddar', 'spice', 'layers', 'choice', 'extra', 'morgans', 'aero', 'lime', 'gojuchang', 'seed', 'more', 'crust', 'strictly', 'whole', 'smoke', 'adults', 'salt', 'low', 'pure', 'nutella', 'fussy', 'warning', 'nuts', 'banana', 'draught', 'p', 'above', 'flamin', 'of', 'luxury', 'local', 'made', 'scotch', 'coco', 'chips', 'all', 'chinatown', 'coriander', 'jackfruit', 'biscoff', 'saltnchilli', 'maple', 'marinated', 'velvet', 'add', 'vanilla', 'fat', 'burger', 'pm', 'kim', 'running', 'mans', 'mums', 'to', 'popcorn', 'cococaribacrme', 'slaw', 'coleslaw', 'pakora', 'buck', 'vegan', 'plain', 'float', 'double', 'or', 'pieces', 'fri', 'free', 'bbq', 'includes', 'hours', 'red', 'drink', 'coated', 'garlic', 'tempura', 'celery', 'fiery', 'smooth', 'takeaway', 'menu', 'bru', 'brioche', 'ingredient', 'classic', 'tex', 'flavours', 'taste', 'hot', 'times', 'onions', 'pastry', 'jalapeos', 'is', 'onion', 'white', 'pink', 'street', 'lettuce', 'passion', 'sponge', 'de', 'only', 'contains', 'mex', 'special', 'patty', 'soy', 'an', 'cream', 'waffle', 'seasoning', 'moist', 'else', 'milkstrawberry', 'buckora', 'jong', 'waffles', 'herb', 'big', 'crisp', 'furious', 'and', 'vegetarian', 'addictive', 'buffalo', 'jack', 'twice', 'liqueur', 'bourbon', 'sauce', 'curry', 'fries', 'bonnet', 'sweet', 'choices', 'chillies', 'train', 'coating', 'heat', 'syrupbiscoff', 'pressed', 'bucker', 'dip', 'nashville', 'cheeezusss', 'bread', 'cookie', 'mop', 'freaks', 'dough', 'as', 'chicken', 'pow', 'southern', 'thai', 'mess', 'member', 'with', 'country', 'meringue', 'indian', 'soft', 'speciality', 'deal', 'get', 'bowl', 'seitan', 'smirnoffpanther', 'available', 'fire', 'choose', 'the', 'dairy', 'macncheesed', 'enough', 'cheesecake', 'pao', 'pie', 'mothership', 'inspired', 'king', 'irn', 'gravy', 'crafted', 'but', 'juice', 'n', 'hash', 'monounsaturated', 'flaming', 'authentic', 'mustard', 'bananefresh', 'macncheese', 'scoop', 'a', 'bucks', 'skin', 'spring', 'nutjob']"
The Fountain,4.5,25 £ ou moins,Britannique,[]
Twenty Princes Street,4.6,De 26 £ à 40 £,Grillade,"['twenty', 'ribs', 'atlantic', 'cod', 'skewer', 'mull', 'lobster', 'bons', 'haddock', 'portions', 'grated', 'caesar', 'hummus', 'soup', 'onion', 'focaccia', 'lime', 'whisky', 'glaze', 'seed', 'peppers', 'leek', 'tomatoes', 'is', 'lettuce', 'asparagus', 'olives', 'leaves', 'emphasis', 'prawns', 'coal', 'two', 'harissa', 'heritage', 'at', 'cockaleekie', 'fried', 'smoked', 'crispy', 'confit', 'patty', 'an', 'cream', 'peppercorn', 'egg', 'salt', 'pancetta', 'fennel', 'langoustines', 'pure', 'lemon', 'bacon', 'emulsion', 'supreme', 'josper', 'fish', 'gouda', 'ethical', 'of', 'monkfish', 'in', 'shortcrust', 'millionaires', 'farming', 'practices', 'steaks', 'turf', 'roll', 'celsius', 'triple', 'neeps', 'herb', 'meat', 'from', 'gnocchi', 'new', 'nocellara', 'spiced', 'selection', 'and', 'mushrooms', 'bisque', 'peas', 'market', 'bon', 'grilled', 'bree', 'gb', 'truffle', 'sauce', 'on', 'curry', 'seafood', 'crisps', 'mint', 'haggis', 'chips', 'greens', 'toasted', 'relish', 'prune', 'dill', 'vinaigrette', 'all', 'slowbrewed', 'tomato', 'taramasalata', 'spinach', 'kalamata', 'orkney', 'buttermilk', 'coconut', 'pork', 'sirloin', 'cheese', 'bread', 'stuffed', 'sustainable', 'marinated', 'tatties', 'seeds', 'mixed', 'lamb', 'are', 'cut', 'biscuit', 'almond', 'pickled', 'surf', 'dry', 'roasted', 'potato', 'sesame', 'tenderstem', 'connage', 'croutons', 'roe', 'fritters', 'ricotta', 'burger', 'chicken', 'broccoli', 'beetroot', 'sourced', 'day', 'salsa', 'preserved', 'with', 'mussels', 'pea', 'caviar', 'summer', 'sauces', 'salad', 'wine', 'labneh', 'jus', 'pan', 'watercress', 'avocado', 'speciality', 'flatbread', 'mash', 'potatoes', 'samphire', 'corn', 'chilli', 'avruga', 'terrine', 'oats', 'slaw', 'grassfed', 'the', 'pakora', 'served', 'sauted', 'ratatouille', 'leeks', 'mac', 'butter', 'apricot', 'our', 'creamy', 'oil', 'oz', 'scottish', 'vinegar', 'dressing', 'ribeye', 'salmon', 'crowdie', 'broth', 'king', 'stock', 'irn', 'triplecooked', 'mango', 'scallop', 'steak', 'bbq', 'grill', 'n', 'beef', 'degrees', 'scallops', 'glazed', 'kintyre', 'red', 'cooked', 'verde', 'over', 'parmesan', 'root', 'shaved', 'chutney', 'tagliatelle', 'garlic', 'neep', 'vegetable', 'house', 'whipped', 'rack', 'carrots', 'granola', 'cucumbers', 'ham', 'rump', 'bru', 'masala', 'shredded', 'barnaise', 'broad', 'your', 'seared', 'aged', 'cheddar', 'a', 'todays', 'beans', 'catch', 'cheeseburger', 'tarragon', 'choice', 'shallots', 'succotash']"
One Square Bar + Brasserie,4.2,De 26 £ à 40 £,Écossaise,"['jcb', 'white', 'pink', 'tomatoes', 'cotesdurhone', 'sourdough', 'chocolate', 'chateaubriand', 'plum', 'de', 'rosemary', 'canapes', 'smoked', 'crispy', 'accompanied', 'portobello', 'dauphinoise', 'salt', 'croutes', 'fine', 'of', 'jerusalem', 'rose', 'citron', 'from', 'provence', 'selection', 'scotch', 'mushrooms', 'sauce', 'shallottossed', 'sweet', 'woodhouses', 'traditional', 'journey', 'villages', 'orkney', 'shaun', 'daixenprovence', 'bread', 'au', 'souffl', 'sparkling', 'potato', 'no', 'rhone', 'one', 'southern', 'with', 'arrival', 'capers', 'chef', 'noisette', 'wine', 'thyme', 'sea', 'square', 'burgundy', 'france', 'warmed', 'potatoes', 'bakery', 'doux', 'alexandre', 'coteaux', 'served', 'jurancon', 'cuvee', 'butter', 'diane', 'scallop', 'beef', 'artichoke', 'red', 'garlic', 'throughsouth', 'whipped', 'compote', 'croquants', 'bourgogne', 'beurre', 'executive', 'blueberry', 'brut', 'company', 'beans', 'cremant']"
Monteiths,4.7,De 26 £ à 40 £,Écossaise,"['cod', 'if', 'dived', 'onions', 'haddock', 'apple', 'onion', 'any', 'sourdough', 'brie', 'cauliflower', 'harissa', 'aware', 'rosemary', 'fried', 'cured', 'smoked', 'kitchen', 'crispy', 'confit', 'squash', 'peppercorn', 'egg', 'salt', 'pancetta', 'honey', 'fig', 'lemon', 'bacon', 'nuts', 'barley', 'herbs', 'request', 'monkfish', 'please', 'full', 'triple', 'swede', 'romesco', 'kale', 'tartare', 'pearl', 'herb', 'duxelles', 'liver', 'gel', 'spiced', 'walnuts', 'contain', 'cheek', 'mushrooms', 'hand', 'bon', 'have', 'gb', 'eye', 'truffle', 'sauce', 'on', 'cracker', 'haggis', 'chips', 'greens', 'burnt', 'candied', 'malt', 'chard', 'rings', 'hens', 'be', 'pork', 'wellington', 'cheese', 'dietary', 'custard', 'wild', 'allergens', 'goats', 'dumplings', 'pickled', 'ox', 'blue', 'roasted', 'potato', 'tenderstem', 'hazelnut', 'chicken', 'broccoli', 'crackling', 'rib', 'mussels', 'capers', 'parfait', 'wine', 'sea', 'jus', 'pan', 'risotto', 'celeriac', 'mash', 'roasters', 'chickpea', 'bakery', 'information', 'you', 'roast', 'shallots', 'available', 'server', 'chimichurri', 'venison', 'sage', 'does', 'leeks', 'butter', 'other', 'our', 'vinegar', 'dressing', 'belly', 'salmon', 'or', 'fillet', 'steak', 'pear', 'scallops', 'red', 'cooked', 'rosti', 'allergy', 'requirements', 'bearnaise', 'caramel', 'garlic', 'mushroom', 'silver', 'house', 'carrots', 'loin', 'ham', 'ask', 'creamed', 'your', 'company', 'skin', 'rainbow', 'g', 'salted']"
Hamiltons,3.5,25 £ ou moins,Pub Gastronomique,"['curried', 'onions', 'haddock', 'poboy', 'japanese', 'amaretto', 'melted', 'whisky', 'peppers', 'tomatoes', 'sourdough', 'lettuce', 'monterey', 'monday', 'ij', 'frites', 'harissa', 'crme', 'chicory', 'pod', 'fried', 'quinoa', 'anglaise', 'squash', 'soy', 'cream', 'friday', 'fennel', 'tatin', 'lemon', 'raasay', 'bacon', 'flat', 'fruit', 'handcut', 'of', 'please', 'handmade', 'affogato', 'tartare', 'from', 'gel', 'hamiltons', 'gf', 'spiced', 'and', 'hand', 'market', 'grilled', 'gb', 'jack', 'truffle', 'sauce', 'chips', 'all', 'feta', 'v', 'iron', 'coconut', 'coriander', 'cheese', 'bread', 'beerbattered', 'price', 'add', 'ring', 'about', 'pineapple', 'cut', 'shrimp', 'almond', 'vanilla', 'baileys', 'hazelnut', 'spatchcock', 'gluten', 'burger', 'chicken', 'pm', 'mayo', 'day', 'marrow', 'with', 'crumble', 'mussels', 'salad', 'cherry', 'carrot', 'espresso', 'katsu', 'yoghurt', 'chilli', 'honeycomb', 'roast', 'plant', 'available', 'pickle', 'slaw', 'the', 'orange', 'served', 'cheesecake', 'mellis', 'pannacotta', 'pie', 'bone', 'cheeses', 'butter', 'vegan', 'wrap', 'pies', 'radish', 'cajun', 'ice', 'dressing', 'biscuits', 'free', 'steak', 'disaronno', 'falafel', 'beef', 'red', 'parmesan', 'chutney', 'caramel', 'house', 'crumbled', 'moules', 'zucchini', 'ask', 'tart', 'todays', 'salted']"
Umai Sushi & Ramen Kitchen,4.7,25 £ ou moins,Sushi,[]
Burgers & Beers Grillhouse,4.5,25 £ ou moins,Gril,[]
3 Blind Mice,4.9,De 26 £ à 40 £,Pizzéria,[]
Superico Bar & Lounge,4.5,25 £ ou moins,Bar à cocktails,[]
Duck & Waffle Edinburgh,4.5,De 26 £ à 40 £,Européenne Moderne,[]
Blackwoods,4.2,De 26 £ à 40 £,Steak,"['fruits', 'expect', 'ripe', 'national', 'perfume', 'family', 'gooseberry', 'this', 'pleaser', 'black', 'easygoing', 'stand', 'reserve', 'zinfandel', 'montepulciano', 'is', 'blanc', 'aromas', 'pounamu', 'white', 'cape', 'vaches', 'nectarine', 'packed', 'chocolate', 'high', 'tierra', 'provincia', 'syrah', 'production', 'allows', 'plum', 'freshness', 'liquorice', 'domini', 'fabulas', 'de', 'apricots', 'cannonberg', 'zesty', 'close', 'chilean', 'tannat', 'easy', 'at', 'organic', 'special', 'redcurrants', 'notes', 'an', 'cream', 'igp', 'low', 'honey', 'sud', 'park', 'lauretan', 'raspberries', 'lemon', 'mountains', 'doc', 'viura', 'grown', 'its', 'owners', 'tradition', 'beds', 'for', 'feet', 'sauvignon', 'fruit', 'north', 'top', 'mendoza', 'blush', 'full', 'of', 'in', 'bursting', 'core', 'hint', 'blossom', 'grapefruit', 'jam', 'rose', 'merlot', 'green', 'espumoso', 'coste', 'attention', 'big', 'from', 'malbec', 'champagne', 'new', 'crisp', 'near', 'made', 'and', 'cloudy', 'mirgin', 'berries', 'les', 'pinot', 'alella', 'rouges', 'cava', 'martino', 'picpoul', 'on', 'grow', 'central', 'spicy', 'seafood', 'lush', 'out', 'major', 'sweet', 'married', 'deux', 'usa', 'pays', 'delicious', 'expressive', 'aperitif', 'match', 'cleanly', 'cool', 'off', 'jammy', 'reserva', 'closest', 'head', 'strawberry', 'wild', 'prosecco', 'blend', 'former', 'fragrant', 'meats', 'pineapple', 'janisson', 'sparkling', 'oak', 'montpellier', 'almond', 'vanilla', 'italy', 'bubbly', 'heavenly', 'alta', 'impress', 'aromatic', 'hazelnut', 'crowd', 'dry', 'altanza', 'oyster', 'refreshing', 'one', 'best', 'noir', 'finca', 'fun', 'citrus', 'vibrant', 'superieur', 'grigio', 'pinet', 'cinnamon', 'dense', 'ideal', 'located', 'terre', 'strawberries', 'with', 'climate', 'outstanding', 'peach', 'summer', 'casablanca', 'chile', 'west', 'wine', 'cherry', 'fresh', 'unique', 'easydrinking', 'very', 'predominantly', 'charlotte', 'tre', 'sea', 'town', 'showing', 'del', 'soft', 'languedoc', 'france', 'excellent', 'fantastic', 'naturally', 'pyrenees', 'chenin', 'precede', 'bay', 'to', 'elegant', 'vineyards', 'innovative', 'tropical', 'bodegas', 'altitude', 'floral', 'moulin', 'rioja', 'the', 'orange', 'by', 'gassac', 'south', 'vines', 'cabernet', 'does', 'producer', 'tempranillo', 'intense', 'marlborough', 'leone', 'apricot', 'gentle', 'spain', 'di', 'nv', 'really', 'light', 'barcelona', 'hints', 'grenache', 'roqueloupie', 'argentina', 'crianza', 'watermelon', 'estate', 'terroir', 'spices', 'viognier', 'foot', 'chardonnay', 'touches', 'dark', 'elderflower', 'but', 'steak', 'bodied', 'fabian', 'winemaker', 'winery', 'pear', 'western', 'adriatic', 'varietal', 'love', 'blackberry', 'kaiken', 'valle', 'red', 'africa', 'fili', 'overlooking', 'acidity', 'pavia', 'zealand', 'signature', 'rey', 'most', 'damson', 'olivier', 'bordeaux', 'chateau', 'chewy', 'styled', 'rich', 'smooth', 'valley', 'perfect', 'fleur', 'partner', 'blackcurrant', 'aged', 'apples', 'juicy', 'drinking', 'brut', 'a', 'marche', 'classic', 'layers', 'flavours', 'classically', 'veneto', 'owned']"
The Blackbird,4.5,25 £ ou moins,Britannique Moderne,[]
Kuzina,4.7,41 £ et plus,Grecque,"['pistachio', 'duck', 'chervil', 'black', 'soumada', 'put', 'onion', 'octopus', 'white', 'kaimaki', 'puree', 'lettuce', 'chocolate', 'french', 'giovetsi', 'giouvarlakia', 'mousaka', 'chicory', 'rosemary', 'esto', 'braised', 'ganache', 'fried', 'crispy', 'cream', 'fennel', 'supreme', 'fish', 'minced', 'aubergine', 'pesto', 'herbs', 'oregano', 'olive', 'jerusalem', 'fakorizo', 'bechamel', 'cretan', 'parsley', 'herb', 'lentils', 'marzipan', 'from', 'gel', 'leaf', 'config', 'spiced', 'and', 'riganati', 'mushrooms', 'bisque', 'caramelised', 'vegetarian', 'option', 'grilled', 'basil', 'gb', 'kebab', 'truffle', 'sauce', 'pepper', 'chillies', 'mint', 'coco', 'feta', 'greens', 'traditional', 'dill', 'pasta', 'tomato', 'chard', 'prawn', 'spinach', 'cheese', 'skordalia', 'strawberry', 'wild', 'marinated', 'mixed', 'seeds', 'lamb', 'meatballs', 'pdo', 'almond', 'vanilla', 'pickled', 'orzo', 'aromatic', 'roasted', 'potato', 'artichokes', 'swiss', 'oyster', 'imam', 'citrus', 'slow', 'dried', 'chicken', 'beetroot', 'forest', 'soil', 'cremeaux', 'with', 'pea', 'buckwheat', 'spanakopita', 'country', 'salad', 'cherry', 'fresh', 'sea', 'thyme', 'avgolemono', 'trahanas', 'jus', 'pan', 'dolmades', 'celeriac', 'nibs', 'roast', 'available', 'edible', 'bougiourdi', 'yellow', 'sauted', 'mousse', 'water', 'butter', 'oil', 'ice', 'tas', 'dressing', 'leg', 'siglino', 'grapes', 'crumb', 'ekmek', 'rice', 'manouri', 'beef', 'artichoke', 'glazed', 'cooked', 'caramel', 'mushroom', 'silver', 'crumbled', 'compote', 'carrots', 'df', 'mustard', 'mild', 'sun', 'split', 'crete', 'shoulder', 'filo', 'berry', 'kataifi', 'rainbow', 'spring', 'graviera']"
The Voyage of Buck,4.6,De 26 £ à 40 £,Britannique Moderne,[]
House of Gods,4.5,25 £ ou moins,Réservation de tables avec bouteilles,"['drum', 'rum', 'julio', 'black', 'brewed', 'dei', 'cider', 'label', 'whisky', 'dont', 'lime', 'blanc', 'white', 'martini', 'chocolate', 'passion', 'pecking', 'bearface', 'elixir', 'clicquot', 'order', 'lager', 'veuve', 'despacito', 'gin', 'nightclubber', 'don', 'papa', 'antica', 'egg', 'honey', 'coffee', 'lemon', 'original', 'la', 'banana', 'cavalieri', 'rosa', 'sauvignon', 'fruit', 'johnnie', 'of', 'mendoza', 'blush', 'tanqueray', 'acqua', 'rinquinquin', 'rose', 'pomegranate', 'freshly', 'merlot', 'jout', 'orchard', 'acid', 'malbec', 'champagne', 'engine', 'supernova', 'bitters', 'dacqui', 'pinot', 'gb', 'liqueur', 'sauce', 'vodka', 'siamese', 'pepper', 'mint', 'glenkinchie', 'perrier', 'belsazar', 'river', 'cedro', 'stout', 'jamaican', 'wild', 'prosecco', 'anapai', 'innis', 'brew', 'italy', 'pig', 'hazelnut', 'no', 'chimera', 'soda', 'one', 'citrus', 'naked', 'eldelberry', 'ten', 'grigio', 'bohemian', 'rock', 'formula', 'peach', 'mist', 'batch', 'walker', 'france', 'espresso', 'chenin', 'gods', 'prat', 'ipa', 'drygate', 'mill', 'sleeper', 'edible', 'ketel', 'the', 'south', 'cabernet', 'vermouth', 'gold', 'dust', 'mozart', 'syrup', 'marlborough', 'oil', 'di', 'px', 'vinegar', 'rod', 'speakeasy', 'argentina', 'liliths', 'nz', 'grand', 'exploding', 'sherry', 'eden', 'clarified', 'old', 'elderberry', 'juice', 'n', 'orgeat', 'love', 'ros', 'africa', 'club', 'house', 'blanco', 'justino', 'balsamic', 'gunn', 'noilly', 'tequila', 'australia', 'small', 'brachetto', 'maschio', 'maglia', 'yr', 'roy', 'brut', 'dryhopped', 'dark', 'citric', 'hot']"
